JPT_POWIER,JPT_KOD_JE,JPT_NAZWA_,GDP_2000,GDP_2001,GDP_2002,GDP_2003,GDP_2004,GDP_2005,GDP_2006,GDP_2007,GDP_2008,GDP_2009,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020
29513,2810032,Mrągowo,107673232.0,137564400.0,329138112.0,271869280.0,194627696.0,166457520.0,178572736.0,177595184.0,212413328.0,251954144.0,368051904.0,296201536.0,447557856.0,489328480.0,430804768.0,402258656.0,452903232.0,444290016.0,374041152.0,393536000.0,277839648.0
25500,2810023,Mikołajki,135398528.0,158191472.0,353324736.0,297221920.0,234049728.0,192735776.0,205069488.0,212873216.0,246770384.0,300343360.0,401995104.0,329295488.0,471312768.0,515283296.0,453879584.0,426965536.0,476056480.0,469170240.0,399705856.0,426047072.0,310081600.0
31126,2815083,Morąg,112092688.0,109438496.0,151371632.0,141625248.0,179902304.0,119975008.0,115215056.0,147986320.0,159337040.0,209512640.0,177169360.0,150702592.0,129515248.0,132839216.0,126964160.0,147737104.0,132824504.0,138978672.0,149977184.0,202498128.0,190448672.0
18902,2815052,Małdyty,97818288.0,93324064.0,136023088.0,124221664.0,154446304.0,102446584.0,97344736.0,127906360.0,135501792.0,180203136.0,157870848.0,124393632.0,108630752.0,108084224.0,120739536.0,127384112.0,120960888.0,125600928.0,144809056.0,204968416.0,190324832.0
26344,2817022,Dźwierzuty,200216912.0,181954112.0,260301088.0,225524832.0,343819904.0,304745024.0,294724448.0,254858688.0,261286624.0,331111680.0,338341472.0,293404768.0,260149856.0,279966368.0,358737568.0,363452544.0,376048064.0,343623072.0,337655616.0,465258368.0,295728000.0
31188,2817032,Jedwabno,183006080.0,174359200.0,257737696.0,196486752.0,299716128.0,255381024.0,257547600.0,253492528.0,244155360.0,395486272.0,353219200.0,356806944.0,235878304.0,270582176.0,357741568.0,295234560.0,373931616.0,341360224.0,336679232.0,464336416.0,362944480.0
997,2817011,Szczytno,120994112.0,108371776.0,161653296.0,144486016.0,232354016.0,218817248.0,208958176.0,161094432.0,164547552.0,193292704.0,225435616.0,188638736.0,180059872.0,186320256.0,249683184.0,253887408.0,266740096.0,240370592.0,222074208.0,294231168.0,187889792.0
43000,3002083,Wieleń,258044256.0,200038528.0,336943104.0,339942656.0,373708800.0,257005088.0,282824864.0,321040096.0,323744384.0,397366432.0,359006976.0,313627424.0,283769408.0,323307520.0,504463680.0,448674816.0,543856896.0,450760064.0,596930368.0,612281856.0,758812800.0
20723,3017042,Ostrów Wielkopolski,742156032.0,1122972672.0,1059794240.0,932225152.0,2233403904.0,1729813376.0,1366370688.0,1279633024.0,1552257664.0,1573375488.0,2728582144.0,1712399360.0,2330571776.0,1740161920.0,2273025792.0,2691291648.0,2395892736.0,2670530304.0,2795487744.0,2713751296.0,3046447104.0
7445,3018052,Kraszewice,1098495488.0,644008064.0,763452672.0,761143744.0,1140121600.0,901001856.0,991076736.0,902934272.0,1113106688.0,1526285440.0,1696088704.0,1275675392.0,1136214400.0,1122358528.0,1397623424.0,1602969600.0,1477473664.0,1754198016.0,1730945536.0,2678573312.0,2771352320.0
8730,3018063,Mikstat,1660131072.0,1628659584.0,1677425280.0,1532557440.0,3143368960.0,2517053440.0,2165150464.0,1928488576.0,2370455552.0,2812836608.0,4371251200.0,2800111360.0,3736623104.0,2922193408.0,3597377024.0,4243184384.0,3861884160.0,4373269504.0,4527105536.0,5390475776.0,5807011328.0
17445,3021143,Stęszew,23943616512.0,19155326976.0,20905771008.0,24382007296.0,22448003072.0,20132587520.0,32664213504.0,37411889152.0,36398731264.0,35918458880.0,26191386624.0,31298560000.0,24589881344.0,20435640320.0,30411315200.0,33321543680.0,37398683648.0,35331215360.0,36683788288.0,35031158784.0,40599986176.0
1355,3021011,Luboń,23244916736.0,18850158592.0,20369541120.0,23687757824.0,21684520960.0,19556444160.0,32003174400.0,36805332992.0,35712000000.0,35076919296.0,24267479040.0,30689495040.0,23517644800.0,19546533888.0,29375254528.0,32199528448.0,36131647488.0,33980321792.0,35150725120.0,33250746368.0,38300413952.0
30172,3024083,Wronki,223482400.0,177160512.0,213641504.0,236295888.0,334722912.0,214153152.0,228854624.0,282770944.0,279330208.0,359693376.0,301440512.0,269847232.0,233508224.0,266372768.0,355441408.0,337721248.0,387503648.0,332417760.0,437893728.0,443923008.0,578202880.0
9076,3021033,Buk,195350432.0,159832480.0,207138240.0,241230016.0,295872512.0,207114416.0,253590816.0,298891776.0,299546016.0,402915552.0,703200896.0,286031424.0,370683776.0,327996608.0,522330880.0,563621760.0,630099968.0,700352000.0,755684672.0,910986112.0,1160698496.0
374,3024011,Obrzycko,173131280.0,113095464.0,149854048.0,180069136.0,206315648.0,142747264.0,161618784.0,174218992.0,170519072.0,187270720.0,389997056.0,218094208.0,199535360.0,206852928.0,350887872.0,348068960.0,396891712.0,381679456.0,455965152.0,464916672.0,562742016.0
10355,3023042,Ostrowite,194893952.0,178584832.0,264836096.0,258361792.0,296240640.0,220663792.0,252622176.0,292838400.0,328696288.0,349843776.0,532293344.0,295084000.0,340078912.0,325117760.0,334080448.0,394746944.0,424925184.0,473634048.0,480794752.0,574391680.0,744086272.0
14478,3023062,Słupca,562908416.0,473072000.0,615076928.0,634924416.0,737374464.0,770839104.0,762778112.0,906290496.0,976091264.0,1118304768.0,1606256000.0,769453056.0,1069279232.0,794333696.0,951261952.0,1018700288.0,1062596864.0,1065737728.0,1195186432.0,1366821632.0,1718618496.0
10954,3027082,Turek,812942016.0,742345472.0,803212032.0,701388544.0,795668224.0,1172395392.0,1232704256.0,1124248064.0,1100431104.0,1117841280.0,1667986944.0,1279689472.0,1375825408.0,1315742592.0,1634467072.0,1651155968.0,1608203776.0,1660345728.0,1749732224.0,2201692416.0,2752786176.0
1032,3023011,Słupca,107927832.0,91737088.0,123916952.0,143935232.0,150872256.0,121009312.0,135530864.0,159074304.0,195977440.0,177289504.0,344730816.0,166541200.0,201929424.0,218980480.0,213854016.0,259910768.0,300966400.0,336236224.0,340137344.0,410093184.0,542137280.0
11205,3027022,Brudzew,696780800.0,639208832.0,696615040.0,579265536.0,616360256.0,1054799360.0,1114124032.0,966574656.0,946641664.0,911022592.0,1526445056.0,1131833088.0,1272678400.0,1186986496.0,1534565120.0,1518740736.0,1503700480.0,1548155648.0,1645417856.0,2070953472.0,2610500352.0
14884,3026033,Książ Wielkopolski,862173632.0,450685920.0,832116800.0,935852288.0,819935808.0,565710848.0,732533376.0,698542464.0,781483392.0,950911232.0,1650689920.0,744102784.0,1216150016.0,1326473984.0,1480000896.0,1642814976.0,1735215616.0,1801499648.0,1839594752.0,1925000320.0,2457349120.0
9861,3023022,Lądek,436781984.0,357175296.0,416391616.0,449652480.0,551899264.0,622589632.0,582326144.0,708377088.0,745357824.0,898126208.0,1156591616.0,565017472.0,787821696.0,539053248.0,672003584.0,692719232.0,696040832.0,658015872.0,775924096.0,865658368.0,1062118336.0
1461,1601011,Brzeg,491552512.0,579424064.0,811555392.0,943372096.0,470867776.0,360914976.0,617874176.0,650238272.0,919571328.0,926328960.0,2182640384.0,765094400.0,1969436672.0,1857728000.0,1732003328.0,1554364416.0,1891642496.0,1904429056.0,1905968000.0,2590055936.0,3135383040.0
8413,1206012,Czernichów,22911770624.0,20954707968.0,18573918208.0,23095166976.0,19531718656.0,17839962112.0,18762401792.0,20413403136.0,27836170240.0,31955073024.0,24614365184.0,34963619840.0,31995344896.0,40457797632.0,31577542656.0,37580320768.0,34759950336.0,42223788032.0,36263583744.0,38070423552.0,39673954304.0
8274,1206052,Kocmyrzów-Luborzyca,7202951168.0,8129187840.0,7474105856.0,8661360640.0,6967934464.0,7753538048.0,6766347264.0,6456740864.0,8224126976.0,7181976576.0,7857756672.0,7491493888.0,9630609408.0,12927369216.0,10304525312.0,11193497600.0,11246959616.0,13145885696.0,12497705984.0,13291200512.0,14646673408.0
4331,1206092,Mogilany,779561216.0,1012704512.0,1075645696.0,809401280.0,1006579264.0,964683008.0,682375168.0,796335936.0,1186873344.0,1428693888.0,2506125056.0,1272487296.0,1634444928.0,1912236160.0,1638271488.0,2029337984.0,1998377344.0,2452343808.0,2240438016.0,2901102080.0,3069347840.0
12247,2012012,Bakałarzewo,268474560.0,315304256.0,408616672.0,384050496.0,443051840.0,347837056.0,332515200.0,373540896.0,357407648.0,467649664.0,478846208.0,426791680.0,459886144.0,373114816.0,370175168.0,290019072.0,416430912.0,421093952.0,440478208.0,474728768.0,422430720.0
12242,2012042,Przerośl,303221632.0,346624192.0,437258624.0,420067968.0,495024800.0,384057728.0,368055360.0,419202080.0,406703680.0,530185920.0,519184512.0,472005824.0,497553728.0,420984864.0,409736832.0,340568608.0,455690816.0,466690240.0,478997568.0,511686496.0,468930752.0
6786,0401062,Koneck,597646720.0,427719168.0,570296576.0,542398144.0,717047936.0,483278528.0,582975104.0,670096832.0,704790976.0,1132881792.0,1323134464.0,786564160.0,621762816.0,804776000.0,1170673536.0,1303690240.0,1267717888.0,1427596032.0,1411310976.0,2112392832.0,2171795200.0
10366,0402092,Świedziebnia,269716864.0,190224368.0,222480832.0,210218048.0,301557056.0,231711696.0,265893216.0,246452528.0,278572000.0,406675264.0,530572224.0,293595648.0,302840896.0,326644096.0,483372640.0,435243744.0,457552928.0,449279616.0,478839616.0,541086720.0,802363904.0
7504,0402082,Osiek,224837168.0,152783568.0,183503728.0,165723136.0,233539136.0,186580432.0,221429904.0,187778752.0,219066288.0,329583744.0,475386048.0,240964928.0,262484176.0,278038976.0,441401216.0,384140064.0,413874016.0,403878208.0,436785184.0,497004704.0,751456832.0
10861,0612042,Łaziska,75250096.0,65896052.0,71636664.0,77252528.0,118967648.0,75356584.0,76743408.0,103700128.0,105831600.0,135502992.0,155203696.0,109624840.0,98249992.0,119743744.0,72349872.0,90130184.0,90589928.0,101730840.0,96862536.0,151393168.0,144961936.0
11256,2205052,Somonino,2170702592.0,934556864.0,1567042688.0,1729209728.0,1827762304.0,1471697792.0,1969403648.0,1924392192.0,1683580800.0,1777955200.0,3078546176.0,1555515520.0,2143486464.0,1613403136.0,2287101952.0,1707169280.0,2546752512.0,2666268672.0,2923514368.0,3274934272.0,3455414016.0
15619,2213082,Osiek,669546816.0,439746720.0,639352448.0,691707072.0,666065600.0,960253952.0,1048493888.0,980259264.0,635696000.0,731267712.0,992848064.0,721122688.0,911838656.0,1069663104.0,1397052928.0,1417084800.0,1442984192.0,1629065856.0,1678416640.0,1461240320.0,1683719936.0
8750,1410032,Olszanka,102615584.0,110540680.0,128633136.0,141592480.0,184520864.0,128713248.0,137591136.0,159035216.0,158356576.0,202211936.0,159865120.0,180133632.0,197746208.0,187428432.0,147834560.0,173487616.0,138083024.0,170476576.0,169461024.0,183957136.0,152648880.0
11044,1411022,Czerwonka,91377368.0,83156696.0,97355008.0,106060008.0,134653088.0,95191576.0,95022048.0,119096080.0,124320808.0,162470368.0,145613984.0,120097912.0,114152912.0,138334400.0,154014976.0,150957536.0,149819568.0,163185520.0,184754816.0,136091712.0,175241184.0
9028,1404032,Pacyna,116329864.0,103995616.0,108773552.0,123197472.0,195301312.0,129232032.0,122652680.0,167183504.0,169698928.0,223539680.0,181400800.0,156685712.0,114319288.0,141420512.0,126676560.0,147557712.0,123900840.0,135953472.0,129367520.0,130985168.0,192949072.0
10555,1405062,Żabia Wola,33283840000.0,27909017600.0,29852073984.0,27684630528.0,27309899776.0,37517721600.0,39931912192.0,47394476032.0,45164277760.0,48542896128.0,32744796160.0,43252731904.0,33358774272.0,27928377344.0,40068616192.0,46475325440.0,41414119424.0,43712712704.0,51470368768.0,51655147520.0,45351657472.0
15542,1809072,Stary Dzików,223396544.0,221871968.0,220614912.0,223098624.0,322577920.0,221701824.0,220075328.0,281704320.0,278427456.0,370150496.0,419312064.0,271021184.0,261803376.0,321148416.0,268105968.0,266604656.0,283472384.0,304026880.0,318864224.0,350278464.0,372843232.0
10009,1214053,Proszowice,7507702272.0,8405929472.0,7769061888.0,8987345920.0,7450476544.0,8090349056.0,7108045824.0,6870161408.0,8650080256.0,7731402752.0,8261987840.0,7898061312.0,9961639936.0,13336364032.0,10637420544.0,11564297216.0,11593703424.0,13560617984.0,12879278080.0,13726967808.0,15125729280.0
4788,1214042,Pałecznica,196431840.0,178080928.0,191830304.0,208718336.0,312552768.0,226377536.0,229202656.0,266312128.0,275826848.0,355723008.0,289537024.0,270113696.0,232230976.0,289279616.0,234691552.0,253609664.0,239019104.0,281021504.0,256658192.0,321032384.0,366608256.0
5798,1214062,Radziemice,7485949440.0,8409098752.0,7756726784.0,8967856128.0,7415842816.0,8069250560.0,7083768832.0,6836623872.0,8615194624.0,7692891136.0,8288021504.0,7875120640.0,9975724032.0,13355234304.0,10658274304.0,11582689280.0,11611511808.0,13582827520.0,12918460416.0,13874130944.0,15269068800.0
5830,0206052,Janowice Wielkie,425550752.0,353372640.0,355163328.0,592543168.0,400833152.0,448449088.0,254821008.0,287096800.0,320887712.0,409052896.0,427584032.0,391268608.0,897858944.0,548594624.0,653532416.0,561381504.0,724633472.0,762290560.0,810509824.0,778853312.0,1005335744.0
11063,0206092,Stara Kamienica,1242832256.0,989493888.0,1114723584.0,1410946816.0,1269975296.0,1194162304.0,993895616.0,849949120.0,946749184.0,1071492032.0,1418913536.0,711910528.0,1779377664.0,878268544.0,1229739136.0,1056623488.0,1320083456.0,1297240320.0,1321658624.0,1401621504.0,1856594560.0
12313,0411042,Osięciny,230492448.0,214439584.0,259347952.0,263041728.0,355711392.0,240603360.0,271667840.0,333801472.0,330055808.0,385750208.0,421000448.0,345597248.0,271692448.0,290938816.0,396394464.0,441764032.0,401456384.0,481593248.0,459601408.0,440960640.0,539377536.0
7082,0411032,Dobre,164183680.0,130207936.0,152166144.0,160322624.0,225482112.0,152148192.0,162485632.0,191187088.0,193574064.0,248712560.0,283093888.0,213056384.0,191853328.0,201451296.0,240793072.0,277594400.0,259568960.0,286655488.0,263435600.0,374629824.0,492515360.0
3323,2463011,Chorzów,55230148608.0,61480321024.0,52847534080.0,58559410176.0,66506657792.0,67484524544.0,65802326016.0,59894005760.0,78109655040.0,62932742144.0,79500230656.0,85775736832.0,75397677056.0,77948428288.0,64216911872.0,78916075520.0,67916247040.0,69317492736.0,67717763072.0,74644733952.0,70110937088.0
15614,0620062,Miączyn,421573472.0,390177216.0,394513216.0,387405696.0,528091520.0,570458880.0,544186816.0,616843968.0,546004160.0,584977536.0,693613504.0,882331520.0,878660160.0,956945792.0,786902336.0,726764160.0,1152369920.0,1088636288.0,1310412032.0,1163336704.0,1117395712.0
8653,0620052,Łabunie,263295936.0,248131360.0,248228752.0,225232752.0,288307200.0,408619520.0,379232768.0,405421088.0,333510944.0,307314400.0,502318496.0,692058816.0,735884800.0,781264640.0,647912064.0,544466432.0,1004892800.0,927078976.0,1168592384.0,1031650176.0,963817728.0
16076,2213062,Lubichowo,148807232.0,133893296.0,139562432.0,152162560.0,231560064.0,160995936.0,169685488.0,218829664.0,212723712.0,291848000.0,207253568.0,190478080.0,146575152.0,168685840.0,154223952.0,191309696.0,176079760.0,194039088.0,203913440.0,226418176.0,243253088.0
10232,1406092,Pniewy,207862816.0,176679712.0,278238944.0,211203280.0,297542112.0,242532608.0,375659744.0,235531072.0,244505696.0,289221856.0,567087744.0,344899360.0,409491936.0,474757504.0,496947360.0,681754368.0,601408128.0,609998976.0,715972736.0,1015127360.0,846121536.0
12533,1407042,Grabów nad Pilicą,298938304.0,268461760.0,341320704.0,324465408.0,479067392.0,334714656.0,344441376.0,406245472.0,381633152.0,482591872.0,512061248.0,441821248.0,385424896.0,450775552.0,403243968.0,485663776.0,448082944.0,519482176.0,543082176.0,841200704.0,768444032.0
11659,1216063,Ryglice,315915584.0,442565632.0,444317888.0,480087200.0,518980256.0,490156544.0,489339520.0,612612160.0,628114560.0,639705600.0,535207008.0,522966880.0,768049088.0,800483136.0,598554240.0,544957248.0,515626176.0,591909056.0,593650240.0,592368384.0,666127872.0
13859,0411053,Piotrków Kujawski,336893120.0,325925408.0,360722592.0,358620928.0,513917824.0,340271840.0,357302272.0,450757728.0,457565152.0,582659904.0,551977920.0,442802656.0,453225984.0,505912800.0,580015296.0,618318912.0,572279552.0,646095360.0,625922944.0,737476224.0,965635712.0
10267,0411072,Topólka,291474112.0,271498752.0,318433216.0,329137152.0,454380288.0,304823488.0,337354304.0,420536672.0,418567072.0,501964864.0,495988896.0,428450080.0,331069376.0,363941248.0,455644800.0,515189504.0,463989120.0,550722816.0,523617216.0,515148192.0,632612928.0
18867,3216052,Sławoborze,105912888.0,77594176.0,95212576.0,103254896.0,131392976.0,95055432.0,89169832.0,115830064.0,115030544.0,161499744.0,384843648.0,128858616.0,102384576.0,112496920.0,135758032.0,158405600.0,151540736.0,133523864.0,167056160.0,197171424.0,232229104.0
17957,3216042,Rąbino,130209536.0,93572976.0,117824464.0,122758392.0,154261824.0,110799120.0,104057744.0,137242240.0,135202976.0,190566176.0,414045312.0,159274016.0,125320184.0,131365768.0,167908944.0,193632992.0,187177248.0,160501712.0,203798304.0,252640448.0,306634720.0
11126,0620012,Adamów,473420128.0,433274944.0,446612480.0,409628672.0,537975168.0,747116032.0,833633536.0,717547520.0,593135488.0,746840576.0,1131469952.0,924064512.0,1020038080.0,1090094848.0,879712896.0,788441984.0,1304258048.0,1246923264.0,1543487872.0,1428779776.0,1350340864.0
23282,2215082,Łęczyce,972474944.0,590216064.0,591180160.0,975682688.0,925198592.0,602958336.0,488783232.0,610706688.0,626101120.0,575640896.0,1599322240.0,915180416.0,960932608.0,771064960.0,1286113664.0,734280256.0,1259325056.0,1270799360.0,1303080704.0,1618598528.0,2136171520.0
14096,2216042,Stary Targ,452026784.0,277792000.0,480754176.0,475819360.0,547422848.0,377637280.0,340137280.0,460162848.0,433818912.0,601523648.0,1042869312.0,463948768.0,580898624.0,671253568.0,1232588416.0,958904128.0,1215885056.0,1216089856.0,1208186112.0,1251949056.0,1388614144.0
11432,1413032,Lipowiec Kościelny,338905984.0,279617664.0,575099264.0,484049760.0,551181696.0,502616640.0,551978624.0,402915072.0,428580736.0,354478880.0,1022710272.0,368980864.0,557059456.0,503490752.0,896577664.0,966047744.0,973028032.0,996780672.0,1069166592.0,1102174720.0,1111853952.0
21492,1413052,Strzegowo,291255424.0,267481120.0,460917280.0,435921472.0,434556576.0,379709376.0,426312512.0,428952704.0,432669152.0,416895616.0,654668416.0,370070016.0,408410752.0,405673664.0,669274496.0,774293696.0,712333312.0,824728704.0,809662400.0,814287552.0,779494464.0
11959,1413092,Wieczfnia Kościelna,221426640.0,209237360.0,391447744.0,354720544.0,323890976.0,308150752.0,349329792.0,329795072.0,334222208.0,278594528.0,556212544.0,279374144.0,327559712.0,310460064.0,580818304.0,668737472.0,627443712.0,733958656.0,724312320.0,699533312.0,653098304.0
15796,1414032,Leoncin,179669088.0,195323584.0,231135888.0,214322144.0,274015712.0,193289280.0,295165760.0,278977184.0,299121024.0,328125504.0,709396224.0,350994368.0,410973312.0,357448128.0,509816448.0,590889216.0,538180160.0,645500736.0,690001920.0,546084800.0,858351680.0
8866,1811092,Tuszów Narodowy,834013184.0,1215107840.0,1041605888.0,888077696.0,1175140096.0,1489284096.0,1739269248.0,1947113472.0,1644584576.0,1277950976.0,2095154816.0,1886733312.0,3088652032.0,2887464448.0,2226257408.0,1907062912.0,2317916416.0,2744029440.0,2498585600.0,2904524032.0,2991506688.0
4827,1216122,Wietrzychowice,496760064.0,680629056.0,695701312.0,758718720.0,623846848.0,708717568.0,743065024.0,821468224.0,795866752.0,1067681600.0,1001558272.0,1078179456.0,1487242624.0,1618199808.0,1312198400.0,1443968768.0,1441772160.0,1644200192.0,1686259200.0,1795947776.0,1663899136.0
9265,0209042,Kunice,3195009024.0,2675228928.0,3177134080.0,3267380480.0,3270448128.0,2691786752.0,2854447104.0,2720111360.0,3171015936.0,3181790720.0,5487696384.0,4091540480.0,6146727424.0,7057942016.0,5409155072.0,4943849984.0,6391139328.0,6589684736.0,6155493888.0,7886370816.0,9418419200.0
8640,0209062,Miłkowice,3081070080.0,2567888384.0,3068700672.0,3142237696.0,3075415552.0,2566983936.0,2726106112.0,2554443008.0,3001171712.0,2952997120.0,5318769664.0,3922287616.0,6007025664.0,6892277760.0,5270474752.0,4788316672.0,6239515648.0,6426920960.0,6008122368.0,7680619520.0,9174173696.0
14233,0210042,Lubań,527896736.0,468718528.0,1289402880.0,1399888768.0,675788032.0,564912000.0,528078720.0,402530144.0,509264704.0,622751104.0,1168191488.0,722783296.0,1114918528.0,1243340544.0,1407451776.0,1315469696.0,1453857536.0,1492312064.0,1451531776.0,1583718784.0,2025967488.0
8833,0414052,Lniano,331308864.0,244358496.0,373437408.0,360119104.0,475350720.0,361045664.0,393117088.0,399313536.0,476303264.0,528417856.0,987547968.0,401224832.0,547728896.0,567808768.0,778410880.0,763879680.0,770904832.0,847111424.0,751995392.0,1114300416.0,1289164544.0
17776,0811072,Przewóz,653427904.0,544573120.0,740715072.0,748422656.0,790811456.0,620749888.0,665347968.0,527039584.0,666949248.0,724109632.0,830836544.0,851099200.0,796934272.0,909821632.0,1313564416.0,1352843136.0,1314583936.0,1370845568.0,1220230656.0,1692687104.0,2109915008.0
18243,0811063,Lubsko,130026832.0,111140688.0,120753408.0,133023072.0,194790864.0,130688088.0,126750008.0,168619520.0,165546304.0,231886096.0,161609904.0,169044800.0,145848608.0,164926080.0,192252288.0,209042944.0,180920912.0,199290896.0,177940352.0,247144608.0,291004480.0
6538,0811092,Tuplice,98385448.0,79562672.0,82659408.0,92611712.0,134547216.0,89929856.0,85469552.0,111158912.0,113142440.0,158737824.0,112254416.0,117687896.0,96578584.0,114485240.0,133236032.0,138198528.0,123964976.0,140808192.0,128455224.0,183426576.0,216857632.0
9976,0812023,Szlichtyngowa,1215691904.0,1003561088.0,910044800.0,1062382080.0,1156026752.0,845569920.0,1196856960.0,1166146944.0,2212709376.0,1058264704.0,1764470656.0,1512634624.0,2386212608.0,2640526336.0,1851684992.0,1363271168.0,2415431168.0,2831277056.0,2478242304.0,3097151232.0,4356161536.0
11372,1001032,Drużbice,5878367744.0,7943678464.0,7488684544.0,8711526400.0,7700461056.0,10418162688.0,9930610688.0,10542412800.0,9622465536.0,14453428224.0,11994682368.0,14218400768.0,13302346752.0,13912162304.0,11005471744.0,12258715648.0,11503787008.0,10383503360.0,14049518592.0,17251467264.0,15782005760.0
10396,1409042,Rzeczniów,46794420.0,39118236.0,41976696.0,45967768.0,65665980.0,42849472.0,44091020.0,56974716.0,58562608.0,73288824.0,52912992.0,53456584.0,38725228.0,47058936.0,38390340.0,50011096.0,40608256.0,43288540.0,38444744.0,36792208.0,42160340.0
13457,1814022,Adamówka,701236160.0,882670336.0,582075392.0,607142656.0,748940864.0,941687040.0,672971776.0,603776192.0,1107984640.0,731284160.0,1217494528.0,725792000.0,1082467840.0,1130272512.0,1085336192.0,845035840.0,1072460352.0,1190759808.0,1164908800.0,1512863360.0,1452195328.0
2516,1422011,Przasnysz,117594608.0,106872408.0,120998880.0,112113424.0,165686400.0,137222336.0,227092064.0,228612352.0,133407776.0,181859392.0,325760896.0,171303424.0,182619088.0,203006368.0,317816416.0,304016352.0,278352288.0,321086176.0,361856640.0,242375680.0,375247104.0
28935,1606023,Namysłów,274767776.0,241349776.0,280638272.0,301449664.0,399830016.0,276919040.0,268927104.0,345135360.0,352276096.0,453776768.0,386532448.0,362089472.0,363186400.0,413870592.0,380689408.0,449842944.0,425391680.0,428305408.0,431953536.0,475822464.0,599457216.0
14368,1820043,Nowa Dęba,660638336.0,735138752.0,731168320.0,711356224.0,1030975936.0,1081856128.0,861966720.0,830368512.0,923221056.0,937969152.0,1758774400.0,950950976.0,1767700352.0,1932898944.0,1555611392.0,1261328384.0,1692914048.0,1856028672.0,1765499136.0,2315650304.0,2278961920.0
20744,0219072,Świdnica,2891955200.0,3300359424.0,3627862016.0,3986935040.0,3675321344.0,3272617728.0,3887690240.0,2354649088.0,3730753536.0,3217731328.0,6503258112.0,4229002496.0,7539635712.0,8342328832.0,7059512320.0,7825377280.0,8432235520.0,9959655424.0,10728990720.0,11548749824.0,15730579456.0
19998,0220033,Trzebnica,16239091712.0,14710522880.0,12581046272.0,14850079744.0,16875608064.0,17882329088.0,21039458304.0,21291978752.0,23749142528.0,25629159424.0,21124349952.0,29636581376.0,27881979904.0,32658438144.0,25100394496.0,26216470528.0,29014763520.0,28795822080.0,25466347520.0,24229861376.0,31015340032.0
8031,2404142,Przyrów,382565088.0,389957664.0,410426688.0,441867840.0,609088576.0,472689568.0,426406272.0,522742720.0,554838400.0,688872192.0,689629952.0,527729920.0,526532000.0,501375936.0,620461760.0,676125120.0,630810816.0,615454336.0,632790720.0,764567040.0,734185344.0
15866,0607042,Gościeradów,279086464.0,252185568.0,288994784.0,234136512.0,301002944.0,327261792.0,298461760.0,306065152.0,362159424.0,318591712.0,592289216.0,339673024.0,586044288.0,605412352.0,343495360.0,377724288.0,558572032.0,568904064.0,607775168.0,819435776.0,794629824.0
11332,0808042,Szczaniec,389915584.0,242993168.0,341464672.0,404233120.0,436865632.0,305450080.0,298466944.0,412439616.0,456257728.0,515613056.0,660040896.0,389446144.0,677085568.0,572956608.0,700248768.0,816505408.0,815057280.0,866978176.0,946079360.0,1048106880.0,1317648256.0
10138,1422052,Krasne,102476256.0,92127440.0,103938192.0,116701976.0,147025104.0,106304496.0,105638672.0,131181856.0,136122848.0,179947968.0,151100224.0,131072112.0,115944336.0,140475568.0,155424656.0,156091328.0,151907808.0,166135760.0,186961408.0,131951856.0,175413440.0
11980,1424032,Pokrzywnica,201646608.0,169692416.0,254165120.0,214468832.0,257226208.0,253388992.0,263408832.0,261030576.0,260793504.0,285543936.0,287816224.0,254011056.0,293153408.0,247662128.0,326408000.0,323998464.0,311240512.0,373603904.0,418163168.0,363015296.0,401605760.0
12572,1609052,Łubniany,2529085440.0,1363010688.0,2100321280.0,2135388544.0,2314531072.0,2039740416.0,2094936192.0,1930096000.0,2640766976.0,2278415360.0,3390374912.0,2673860608.0,4408205312.0,3881629184.0,3857082880.0,3602120448.0,3931658752.0,4503379968.0,4816361984.0,5348424192.0,6529597440.0
6689,1202033,Czchów,237121552.0,282697152.0,289824608.0,449858720.0,362868448.0,297183744.0,257160224.0,282291616.0,287493536.0,355086848.0,520792800.0,368662208.0,632021760.0,769482176.0,571820608.0,694402624.0,674604672.0,779141312.0,750374400.0,857927872.0,781899264.0
6138,1201042,Lipnica Murowana,651885376.0,799156352.0,662608128.0,861994240.0,870874688.0,741132928.0,683440192.0,647868224.0,755368960.0,817590016.0,1331323904.0,918194240.0,1711359104.0,1993804288.0,1417164416.0,1844352256.0,1690777344.0,1971148544.0,1961207040.0,2147452928.0,2052242560.0
16643,2006053,Stawiski,71985952.0,64808832.0,65593528.0,74376000.0,112826952.0,73148000.0,74503608.0,97627840.0,98343560.0,127264560.0,85585920.0,86920784.0,62450108.0,78331192.0,70825320.0,81878000.0,69266544.0,77656136.0,72949584.0,72663256.0,78615664.0
13295,2007082,Wizna,408956128.0,396549248.0,808392704.0,715517376.0,832770816.0,636308992.0,583702784.0,575626560.0,518207776.0,468708768.0,667537536.0,680138112.0,1026165760.0,1237736320.0,1238400640.0,1171133952.0,1226889728.0,1040580096.0,1124174208.0,936701120.0,648259712.0
6646,0221042,Czarny Bór,425866880.0,329676896.0,532435840.0,536182784.0,616018432.0,452966784.0,422285440.0,443378432.0,493932352.0,588371840.0,678732096.0,509411776.0,901019584.0,630157568.0,623469184.0,636421312.0,689903744.0,762239808.0,884212992.0,1000392896.0,1118873088.0
