,powiat,year,total_project_value,total_eligible_expenditure,cofinancing_value,wojewodztwo,number_of_projects,eu_cofinancing_rate
0,aleksandrowski,2015,4911590.909761905,4861796.920714285,4254338.590714286,KUJAWSKO-POMORSKIE,4,87.74920691502365
1,aleksandrowski,2016,11750165.975289337,11340216.714430124,9289036.249792444,KUJAWSKO-POMORSKIE,20,83.37522327031087
2,aleksandrowski,2017,27489076.311299343,24403338.06340252,19433420.442321427,KUJAWSKO-POMORSKIE,45,81.6679859166403
3,aleksandrowski,2018,41353400.2038304,36248780.179717995,28661810.26988028,KUJAWSKO-POMORSKIE,80,81.33434529788659
4,aleksandrowski,2019,58567362.81154555,52635305.81452735,41733041.033923805,KUJAWSKO-POMORSKIE,97,81.10844201148889
5,aleksandrowski,2020,65163281.258272775,55369585.84508066,44502419.11795383,KUJAWSKO-POMORSKIE,113,82.21955126374627
6,aleksandrowski,2021,75609885.40057488,64849452.923650876,51419504.87772962,KUJAWSKO-POMORSKIE,96,81.05848770168468
7,aleksandrowski,2022,61172365.7988588,51152742.14319257,41916320.035378724,KUJAWSKO-POMORSKIE,65,82.89364120516673
8,aleksandrowski,2023,59725429.551913716,50017755.33063154,40224573.71791326,KUJAWSKO-POMORSKIE,49,81.74284706264714
9,ancucki,2014,16154761.336034723,11428149.324069446,8404462.030046295,PODKARPACKIE,4,29.188713454828502
10,ancucki,2015,48846500.32771991,33811699.28286883,26059675.684425928,PODKARPACKIE,15,60.76558927650967
11,ancucki,2016,82385845.86477704,61105478.244721286,45779907.59744157,PODKARPACKIE,44,55.50627813278019
12,ancucki,2017,150605952.8584832,118187388.9514175,90118853.29740158,PODKARPACKIE,90,64.46299339676769
13,ancucki,2018,160595200.76148745,127367581.11354281,99540650.93251152,PODKARPACKIE,119,64.0597022349704
14,ancucki,2019,123312428.1095441,97634651.60895693,77189904.57869919,PODKARPACKIE,107,67.43051116031936
15,ancucki,2020,104773128.50208516,90162707.95484354,71305152.16036765,PODKARPACKIE,116,64.77566020106477
16,ancucki,2021,88418384.73123983,75761998.25537318,57509054.068222925,PODKARPACKIE,84,61.250439888377414
17,ancucki,2022,79161702.68512602,67989151.43018058,52042699.30901306,PODKARPACKIE,76,59.90116801501357
18,ancucki,2023,60833968.39711906,51145200.04292993,36893290.77751082,PODKARPACKIE,46,53.52042274890415
19,aski,2014,10028524.35257143,6157273.1928571435,5233682.210857144,ŁÓDZKIE,2,84.99999995011711
20,aski,2015,14391172.295616373,10154911.023402087,8626788.601073436,ŁÓDZKIE,7,85.33067683492101
21,aski,2016,19577786.9741382,14848578.731031055,12590602.243208356,ŁÓDZKIE,20,85.09017478563742
22,aski,2017,30747099.51978812,23475771.715606146,17913998.655426044,ŁÓDZKIE,43,79.22687193328778
23,aski,2018,42036282.34809071,32251628.40498016,23088995.528425377,ŁÓDZKIE,66,76.89539834071975
24,aski,2019,50310970.08051137,40046560.44504368,30220978.246124547,ŁÓDZKIE,84,79.33897930131451
25,aski,2020,51967868.562931776,43363059.92888076,34716047.984132305,ŁÓDZKIE,115,81.51943396613352
26,aski,2021,34973627.34340844,31007014.58340504,23948912.198582236,ŁÓDZKIE,99,78.9877892135344
27,aski,2022,27797810.063198306,25423865.951790143,19563994.835546702,ŁÓDZKIE,61,78.58407625182866
28,aski,2023,20659879.04212783,18923302.814053,14666206.407981213,ŁÓDZKIE,39,78.81182919900901
29,augustowski,2014,5538322.733686275,3429319.3383921566,2916063.9924836606,PODLASKIE,2,5.976378785640677
30,augustowski,2015,9285130.826112203,7153495.585818086,5949962.630794685,PODLASKIE,8,43.16875300116601
31,augustowski,2016,20810651.734523077,18129728.873248566,14951405.951931272,PODLASKIE,27,53.306183978242544
32,augustowski,2017,42320691.217445716,36390165.15922877,27147314.337197192,PODLASKIE,64,58.4492934567616
33,augustowski,2018,55472229.15604746,46971451.55823625,33552797.372251093,PODLASKIE,108,57.73765127230362
34,augustowski,2019,61797422.475019276,52376505.5519123,38085329.56062731,PODLASKIE,119,61.44113830784737
35,augustowski,2020,72613633.55068661,62223199.205275714,46447644.57772622,PODLASKIE,127,64.20320639168324
36,augustowski,2021,60359287.55657433,51205405.263982065,38754018.2665976,PODLASKIE,127,63.74660061486802
37,augustowski,2022,49200388.27517487,41238172.08865413,30781044.391152643,PODLASKIE,74,60.07345786866386
38,augustowski,2023,30577389.045356657,24094977.76761042,19022742.904876787,PODLASKIE,48,55.7344177388818
39,bartoszycki,2014,1013326.3833333334,911491.3883333334,769505.1766666666,WARMIŃSKO-MAZURSKIE,2,84.47689220505859
40,bartoszycki,2015,18855987.309433833,17540016.47921161,14870246.65285518,WARMIŃSKO-MAZURSKIE,9,84.8539974927944
41,bartoszycki,2016,36252874.54214316,32993793.324559826,27116419.61607046,WARMIŃSKO-MAZURSKIE,61,82.84304165301987
42,bartoszycki,2017,59227277.97444475,49787684.249885224,40608837.85235974,WARMIŃSKO-MAZURSKIE,140,82.17460373153239
43,bartoszycki,2018,69473139.01971845,58216369.127472416,47236698.91146328,WARMIŃSKO-MAZURSKIE,188,81.79579099838357
44,bartoszycki,2019,67939414.51889345,59070713.76115474,48895948.13817633,WARMIŃSKO-MAZURSKIE,224,83.0703629698002
45,bartoszycki,2020,75139718.10091543,65135699.20062118,53429977.08853968,WARMIŃSKO-MAZURSKIE,226,82.50601218855667
46,bartoszycki,2021,78123964.15221064,72186907.08301222,59434818.424873166,WARMIŃSKO-MAZURSKIE,172,82.68174958965609
47,bartoszycki,2022,61403611.15297819,58013448.600636914,47865253.368541166,WARMIŃSKO-MAZURSKIE,108,82.81626915859017
48,bartoszycki,2023,52416642.60766402,48842554.153298944,40496275.41944074,WARMIŃSKO-MAZURSKIE,77,83.11725303493166
49,bartoszycki,2024,239728.22999999998,194901.0,165665.85,WARMIŃSKO-MAZURSKIE,1,85.0
50,bechatowski,2014,1703755.1885714284,1538955.955,1308112.5595238095,ŁÓDZKIE,3,84.99999985534411
51,bechatowski,2015,13088050.708571428,12855781.31,11152174.08702381,ŁÓDZKIE,6,86.85196924574151
52,bechatowski,2016,43965753.7245902,36257957.523038,27449953.682610247,ŁÓDZKIE,37,79.07465590067919
53,bechatowski,2017,72716921.307798,60316435.977198176,45833721.522967026,ŁÓDZKIE,72,79.16777633641821
54,bechatowski,2018,104383464.72562988,84170779.33426817,60741259.729147226,ŁÓDZKIE,119,76.60995613252493
55,bechatowski,2019,88396148.48650435,67668572.84097596,46611326.492064856,ŁÓDZKIE,130,73.76212675402954
56,bechatowski,2020,97914998.26517002,76911624.23224579,56782958.88038132,ŁÓDZKIE,200,77.65619986735582
57,bechatowski,2021,100571714.50958227,80320446.69279358,59489303.08061849,ŁÓDZKIE,174,77.25649898454633
58,bechatowski,2022,87881527.11789721,76177632.08587041,54356249.95124584,ŁÓDZKIE,87,74.37729214917381
59,bechatowski,2023,80719510.72089724,69214049.66487046,49481525.69818515,ŁÓDZKIE,62,74.21549095989083
60,bedzinski,2014,63135356.074646674,62421049.91028011,47822446.92227326,ŚLĄSKIE,11,66.54473969531288
61,bedzinski,2015,79940570.9490554,77596928.96391106,60398851.94449945,ŚLĄSKIE,25,69.2015916714925
62,bedzinski,2016,123912227.41510364,114870159.18632805,87039366.89535761,ŚLĄSKIE,79,64.14523146528421
63,bedzinski,2017,181431201.50663626,165846262.18260026,127168072.85548745,ŚLĄSKIE,140,64.12845763766336
64,bedzinski,2018,206631981.24334562,181578996.27675232,138189257.10209495,ŚLĄSKIE,175,64.16800684706394
65,bedzinski,2019,220455116.3502605,193930643.5763435,152460304.13252655,ŚLĄSKIE,171,67.02828634173513
66,bedzinski,2020,248299050.26349527,219117002.72869286,169018310.0270751,ŚLĄSKIE,214,66.87486054605391
67,bedzinski,2021,252248384.59771657,223900233.27769044,172347688.04510346,ŚLĄSKIE,231,67.43363167075606
68,bedzinski,2022,197245663.2771546,158505401.99896133,122284277.30191138,ŚLĄSKIE,193,64.12387320890348
69,bedzinski,2023,136517405.38427737,113002466.98003897,86660740.38593934,ŚLĄSKIE,129,62.23893869382526
70,bedzinski,2024,6608396.546901476,3995710.7264131946,3396354.111182292,ŚLĄSKIE,1,48.16442998898279
71,biaa podlaska,2014,11901295.872690476,8897309.635607142,7518620.685549603,LUBELSKIE,4,45.08277538191791
72,biaa podlaska,2015,17745256.191824675,14722040.48279329,12807563.339337483,LUBELSKIE,8,63.59987779697267
73,biaa podlaska,2016,39254580.18222814,34032099.78751819,28689013.559467975,LUBELSKIE,33,61.80687461061407
74,biaa podlaska,2017,61434245.60974096,51570497.26559151,41410466.28378875,LUBELSKIE,60,56.44066927070265
75,biaa podlaska,2018,87896179.87671532,71821597.68413264,58128294.4885888,LUBELSKIE,75,59.10400160135034
76,biaa podlaska,2019,88060018.58117244,72611820.56428766,58303628.6366248,LUBELSKIE,84,58.81855640591461
77,biaa podlaska,2020,106881248.18616785,90277759.21858487,74024957.32381165,LUBELSKIE,222,67.10957371312608
78,biaa podlaska,2021,95744729.22248396,81249627.87307459,65363414.80169587,LUBELSKIE,78,67.98909319044272
79,biaa podlaska,2022,68823501.0904555,56468355.22418468,45189180.143104,LUBELSKIE,63,62.635514478483714
80,biaa podlaska,2023,51060114.42355004,40928237.39098903,32708873.914631225,LUBELSKIE,40,59.63976436321478
81,biaa podlaska,2024,3864500.7798392856,3013486.0098392856,1341567.2220059524,LUBELSKIE,1,43.53523237351266
82,bialski,2014,7714391.405972223,5379869.678095238,4575094.96644246,LUBELSKIE,4,20.24587187976096
83,bialski,2015,16646548.742722224,11707094.792678572,9939477.727900794,LUBELSKIE,20,54.578642756532034
84,bialski,2016,80886919.74549009,67341957.18650545,54509485.64208634,LUBELSKIE,96,69.79532279877732
85,bialski,2017,127926957.81273893,106076986.1653478,83768887.43062787,LUBELSKIE,173,67.70921425867574
86,bialski,2018,162596451.35511416,133892341.17890093,105106227.5891496,LUBELSKIE,208,67.2222931506755
87,bialski,2019,148995599.4391078,121757320.46224934,95419361.57803938,LUBELSKIE,218,66.00355194206638
88,bialski,2020,147785741.4767344,121973814.31467772,93892458.68113473,LUBELSKIE,294,66.51010397926888
89,bialski,2021,145768227.12991974,119463348.89361319,89996272.68907467,LUBELSKIE,176,67.52304888258824
90,bialski,2022,120732615.61185883,98395580.27721497,72918746.51688178,LUBELSKIE,143,64.78426491964541
91,bialski,2023,74071847.01625495,59412991.93154314,45137739.44036139,LUBELSKIE,84,61.298782561916255
92,bialski,2024,5494208.729839286,3331736.0098392856,2001717.2220059524,LUBELSKIE,1,59.340049980169866
93,biaobrzeski,2014,17335639.882701106,11109618.227782454,9241041.271703279,MAZOWIECKIE,1,15.335712440768067
94,biaobrzeski,2015,40440225.95376389,27370461.60694728,22926261.5598545,MAZOWIECKIE,5,53.612318997567996
95,biaobrzeski,2016,46407551.58468363,32510705.00079304,26660981.42575687,MAZOWIECKIE,28,53.16503689864408
96,biaobrzeski,2017,54656592.10366967,40453132.036327556,32637177.83630354,MAZOWIECKIE,63,50.13747298751932
97,biaobrzeski,2018,66061693.95462756,49573891.20897743,38936323.658243865,MAZOWIECKIE,87,46.34928030438936
98,biaobrzeski,2019,61604388.30666919,46863513.02563811,36857202.199252635,MAZOWIECKIE,90,48.074407762390635
99,biaobrzeski,2020,106414824.66099775,64768021.61467104,52363634.889709204,MAZOWIECKIE,64,57.49526470292132
100,biaobrzeski,2021,98486580.6590835,58611333.12943536,47490114.95290326,MAZOWIECKIE,34,60.13975177631103
101,biaobrzeski,2022,93914033.38537827,54499351.40568535,44509543.57473858,MAZOWIECKIE,26,62.38255463094634
102,biaobrzeski,2023,86578142.33467625,48732822.386878744,39763636.77828732,MAZOWIECKIE,16,59.89458569258099
103,biaogardzki,2014,20863603.07511574,12509303.680329807,10746209.393692266,ZACHODNIOPOMORSKIE,3,38.16370475603112
104,biaogardzki,2015,25658744.22303814,16141829.287703704,13557806.070903908,ZACHODNIOPOMORSKIE,5,39.576092862573795
105,biaogardzki,2016,59775595.430716015,47673062.8021038,40538733.51785731,ZACHODNIOPOMORSKIE,25,25.362827857221706
106,biaogardzki,2017,70640956.24999663,57279178.644912854,47754757.11209635,ZACHODNIOPOMORSKIE,60,29.691706975195594
107,biaogardzki,2018,85158769.9867973,70235542.11470956,56861374.40304634,ZACHODNIOPOMORSKIE,79,34.35218581116619
108,biaogardzki,2019,80652518.34314455,65936361.2061207,54197114.1282733,ZACHODNIOPOMORSKIE,59,30.924469376648354
109,biaogardzki,2020,90552513.97173074,75391893.78009115,61920008.749134116,ZACHODNIOPOMORSKIE,59,32.55486823058062
110,biaogardzki,2021,79557471.7861039,68060347.38536444,55462662.620284885,ZACHODNIOPOMORSKIE,53,37.5463979271616
111,biaogardzki,2022,80076392.87769571,67915435.32984513,55072884.50630738,ZACHODNIOPOMORSKIE,50,40.903818191766
112,biaogardzki,2023,74610618.75618725,62674590.64712525,49331538.87786489,ZACHODNIOPOMORSKIE,40,37.72970927633176
113,biaostocki,2014,98170274.49862279,67683955.56380485,57234645.49753128,PODLASKIE,8,80.62882594118342
114,biaostocki,2015,143000471.76996538,108341025.86414744,91137066.05909231,PODLASKIE,25,81.68721632577832
115,biaostocki,2016,231684469.88425323,180662141.50232992,139844077.75569117,PODLASKIE,91,76.51859023139299
116,biaostocki,2017,450613188.6176727,373178891.04985934,286528752.8500103,PODLASKIE,205,77.4757966371463
117,biaostocki,2018,551342243.9536283,456853906.43432325,352256224.7991378,PODLASKIE,326,77.6825336267311
118,biaostocki,2019,563392896.774321,467960291.4961924,358765325.55489624,PODLASKIE,352,77.29804083368468
119,biaostocki,2020,420233259.8819169,336784393.5249844,250588242.35677096,PODLASKIE,534,74.78803130396965
120,biaostocki,2021,354471639.62780863,304886836.6585519,222762146.19908944,PODLASKIE,489,73.28752127983451
121,biaostocki,2022,264994525.38556844,226506845.77601334,163553850.13155428,PODLASKIE,246,71.69604308266395
122,biaostocki,2023,188497119.7069883,160087773.9947077,111594000.37618315,PODLASKIE,159,68.21361015759928
123,biaystok,2014,29822857.34765453,22652468.098447714,19255740.428102706,PODLASKIE,15,73.03276674165464
124,biaystok,2015,43736951.34500257,34398845.19996242,28382122.91216643,PODLASKIE,22,75.01808055847938
125,biaystok,2016,329493345.84935,288057505.2772878,231340329.25546768,PODLASKIE,85,79.24070955783736
126,biaystok,2017,449179578.1044639,391919059.78959095,310007841.8888741,PODLASKIE,195,78.56298945284385
127,biaystok,2018,624463418.6047583,544063432.626977,424572703.5849174,PODLASKIE,302,78.24590001468933
128,biaystok,2019,651322086.2463557,571912941.0982509,443962969.0146799,PODLASKIE,391,78.1401696209505
129,biaystok,2020,627199182.6385295,559357386.1497874,439084759.8698852,PODLASKIE,1074,79.23254720178976
130,biaystok,2021,690673876.9971275,615696424.9789778,475781440.0869259,PODLASKIE,960,78.09371080871355
131,biaystok,2022,637267103.4463873,565990041.5599394,432531450.933863,PODLASKIE,474,77.21931684996453
132,biaystok,2023,525497702.41747785,463948806.8094433,351673572.44467527,PODLASKIE,325,76.64610933432049
133,biaystok,2024,21321183.979017008,16394175.066389356,11623597.079762021,PODLASKIE,8,70.16487703919616
134,biaystok,2025,14523067.014773313,10073116.855359944,7514008.96873261,PODLASKIE,5,72.44619393114635
135,bielski,2014,67754166.36169033,36258895.852485664,30766587.460566122,ŚLĄSKIE,11,67.63666615641402
136,bielski,2015,83788711.36324717,51123828.19370918,42350363.602359794,ŚLĄSKIE,27,70.33587838916186
137,bielski,2016,200317484.4049931,145605242.61483708,111035925.9241529,ŚLĄSKIE,90,69.4044626443823
138,bielski,2017,301184198.44166017,227675305.5071604,164085963.13480985,ŚLĄSKIE,178,66.04631952767504
139,bielski,2018,388422609.2817987,300446756.95651305,221621710.30078015,ŚLĄSKIE,246,69.41175831864385
140,bielski,2019,374382644.8214509,288289779.09205896,219687869.69867653,ŚLĄSKIE,254,70.81990513205515
141,bielski,2020,360097171.36752,283838290.47712284,205297925.13917318,PODLASKIE,346,74.80193728294448
142,bielski,2021,365201961.44193906,296695673.5810986,210088810.76302806,PODLASKIE,338,72.94596217548448
143,bielski,2022,338612193.0045848,273046667.8620728,195428048.3626172,ŚLĄSKIE,240,66.51055883804726
144,bielski,2023,252587276.1713055,200873471.51796657,142582215.32605243,ŚLĄSKIE,153,65.34552270202249
145,bielski,2024,78602439.84925333,68425459.0291354,43165084.67792304,ŚLĄSKIE,4,67.84725271401226
146,bielskobiaa,2014,106652759.67502366,73956025.9586206,62823051.31894707,ŚLĄSKIE,9,76.50403594311899
147,bielskobiaa,2015,119485941.5939046,84268742.89177534,70525789.49966732,ŚLĄSKIE,19,76.1661372196435
148,bielskobiaa,2016,176557219.2621706,132572933.76674345,97960752.34491448,ŚLĄSKIE,62,67.02963203027505
149,bielskobiaa,2017,232075108.3877785,178925143.01766235,127108024.00900728,ŚLĄSKIE,114,62.53491691474228
150,bielskobiaa,2018,258005835.29756382,203452807.0685976,148573297.79183477,ŚLĄSKIE,145,65.0803193814222
151,bielskobiaa,2019,288320669.8114297,225254771.4615517,164373048.71414912,ŚLĄSKIE,168,66.4775431839407
152,bielskobiaa,2020,319447074.08117735,254253547.88991395,189619714.06247008,ŚLĄSKIE,232,68.37962020298667
153,bielskobiaa,2021,310571184.7902982,246754715.1555809,181608677.1008159,ŚLĄSKIE,224,66.77440699830393
154,bielskobiaa,2022,224424626.79949674,174358248.06540048,128809641.41927654,ŚLĄSKIE,179,62.93820923486672
155,bielskobiaa,2023,164456236.248127,134275859.59515232,96312799.27907278,ŚLĄSKIE,118,60.83640778292541
156,bielskobiaa,2024,6004353.878012586,4949110.040857639,3521803.390904514,ŚLĄSKIE,1,37.08542592799457
157,bierunskoledzinski,2014,66790438.72217842,39670739.56905313,32046030.749379613,ŚLĄSKIE,9,66.5603493595559
158,bierunskoledzinski,2015,71703880.51559508,44048464.38146979,35757877.56646294,ŚLĄSKIE,15,67.07020885320797
159,bierunskoledzinski,2016,103164377.6530463,72316536.31295641,53396862.26408843,ŚLĄSKIE,40,56.192629566722815
160,bierunskoledzinski,2017,121556747.11327873,88579086.62080939,67692351.30959657,ŚLĄSKIE,70,52.13858277468871
161,bierunskoledzinski,2018,136520984.0748813,102807891.87596579,80470130.75631452,ŚLĄSKIE,88,55.734757898287114
162,bierunskoledzinski,2019,149072419.71126744,115880486.42851236,87388736.83498076,ŚLĄSKIE,92,55.73793209315238
163,bierunskoledzinski,2020,150079663.10620195,119387499.18981144,88656201.3390905,ŚLĄSKIE,110,53.8965991032174
164,bierunskoledzinski,2021,140208569.62149036,110100507.67497933,82929657.60094361,ŚLĄSKIE,122,53.750663924543126
165,bierunskoledzinski,2022,106031703.99226172,77109009.67925024,63576452.65775153,ŚLĄSKIE,105,53.6513114748888
166,bierunskoledzinski,2023,86183945.57966228,61899343.40132788,52081751.17045805,ŚLĄSKIE,75,56.48409187562371
167,bierunskoledzinski,2024,4684385.950012587,3131779.780857639,2101932.813404514,ŚLĄSKIE,1,13.489512994506596
168,bieszczadzki,2014,23354412.123743057,17195589.574097224,12399742.685990741,PODKARPACKIE,3,42.756027952476764
169,bieszczadzki,2015,27406978.808928244,20448932.342646606,15221704.355620371,PODKARPACKIE,6,43.68353352273363
170,bieszczadzki,2016,45725201.029542916,35148028.6663066,26661618.984224454,PODKARPACKIE,27,39.610957937689726
171,bieszczadzki,2017,66525106.14435151,54658274.937781855,41546946.36666769,PODKARPACKIE,54,47.44905727047257
172,bieszczadzki,2018,64941042.43747911,52684879.560919404,41594708.934008084,PODKARPACKIE,84,42.84942536454936
173,bieszczadzki,2019,56210171.44586295,46671479.85182736,36289167.5009384,PODKARPACKIE,79,51.60311845752385
174,bieszczadzki,2020,66807567.723504655,55653181.87277926,42798136.38407873,PODKARPACKIE,70,52.10310307695513
175,bieszczadzki,2021,58295188.84646322,47352437.088237815,35963159.68929191,PODKARPACKIE,54,51.45728872115024
176,bieszczadzki,2022,42510689.02356027,35370664.84999218,28767896.227388874,PODKARPACKIE,47,48.79480490305538
177,bieszczadzki,2023,25517425.947091825,19768279.49550984,16151951.134557722,PODKARPACKIE,24,35.24638681051719
178,bigorajski,2014,10919804.425797619,7381334.23075,5904776.83044246,LUBELSKIE,2,30.5487346883737
179,bigorajski,2015,24344194.69246429,17367898.20408333,14248731.178299602,LUBELSKIE,14,61.71147737881912
180,bigorajski,2016,62536025.29253836,51004383.81023864,42125942.250971034,LUBELSKIE,59,67.66153968536565
181,bigorajski,2017,121942108.82816869,102737961.27439973,85456623.38532156,LUBELSKIE,98,72.78270266968121
182,bigorajski,2018,148896151.82316828,124861217.67124388,103027343.55552548,LUBELSKIE,120,71.2101088578646
183,bigorajski,2019,137657267.09562662,115552213.88297366,95023883.99864072,LUBELSKIE,123,70.03525819416178
184,bigorajski,2020,133139870.14434053,113771024.18598934,95110011.85104758,LUBELSKIE,240,72.65591165765333
185,bigorajski,2021,104616367.41790664,93537574.25818738,77684397.07920958,LUBELSKIE,101,73.21355394707729
186,bigorajski,2022,91321629.6983956,80604391.49674778,66703755.069043905,LUBELSKIE,74,72.12123432053924
187,bigorajski,2023,78239373.87454966,67231611.12119499,55512201.50536874,LUBELSKIE,45,72.35524945916137
188,bochenski,2014,10405889.781428572,6645783.935357142,5648916.344642857,MAŁOPOLSKIE,2,84.99999999381988
189,bochenski,2015,15626084.353140183,11232541.100402087,8970393.621775815,MAŁOPOLSKIE,9,81.53907130766339
190,bochenski,2016,48029287.594362855,35926173.3443183,25970827.91618707,MAŁOPOLSKIE,43,75.96754086398907
191,bochenski,2017,101076144.06118539,82591561.65240617,60740210.914543286,MAŁOPOLSKIE,110,76.87596161898732
192,bochenski,2018,121393567.57774644,98650723.88102278,72287643.76901154,MAŁOPOLSKIE,144,76.39546422244901
193,bochenski,2019,123527539.1293805,100344696.66565683,74781559.68594742,MAŁOPOLSKIE,150,77.44931051235392
194,bochenski,2020,126217817.80353492,104940348.38015848,79154804.2324477,MAŁOPOLSKIE,169,78.54230809881537
195,bochenski,2021,123001675.0933612,105888842.20070499,75708686.84724885,MAŁOPOLSKIE,128,75.6349810402423
196,bochenski,2022,74526715.00328769,66631947.96211705,45576648.337514065,MAŁOPOLSKIE,78,72.89646011927881
197,bochenski,2023,54501386.41689797,48315804.01553686,35122358.08106197,MAŁOPOLSKIE,49,77.1402314013429
198,bolesawiecki,2014,17075054.65793135,11683690.707589684,10194986.124272224,DOLNOŚLĄSKIE,10,87.28019386383508
199,bolesawiecki,2015,31908843.85327361,23205605.70492599,19699420.29257877,DOLNOŚLĄSKIE,20,85.5266088697691
200,bolesawiecki,2016,164978556.05833542,128459255.17304829,85776629.85827868,DOLNOŚLĄSKIE,63,63.48197593297511
201,bolesawiecki,2017,107024865.81708841,82427194.7253144,65771213.41726448,DOLNOŚLĄSKIE,84,70.7703948385747
202,bolesawiecki,2018,104428370.22634241,80735868.22989775,64933500.248148665,DOLNOŚLĄSKIE,90,73.86375811090574
203,bolesawiecki,2019,66742677.75802511,52113783.9701013,40899431.36921915,DOLNOŚLĄSKIE,78,68.1042460931706
204,bolesawiecki,2020,66796581.68760767,55666693.88463822,48120998.83490333,DOLNOŚLĄSKIE,98,74.88721012156603
205,bolesawiecki,2021,66279994.14981702,52745049.460531734,44038154.6250882,DOLNOŚLĄSKIE,62,67.37309747141897
206,bolesawiecki,2022,52447241.25500022,43348796.45956493,33115976.26639927,DOLNOŚLĄSKIE,54,56.85675104478551
207,bolesawiecki,2023,37461506.37883969,28684323.514166668,23812401.17618738,DOLNOŚLĄSKIE,34,60.364645727341674
208,braniewski,2014,20274.510000000002,13579.74142857143,11542.78,WARMIŃSKO-MAZURSKIE,1,84.9999984220192
209,braniewski,2015,48775692.44466667,46875585.91522223,39740170.931827776,WARMIŃSKO-MAZURSKIE,13,84.78982890461093
210,braniewski,2016,61776045.858920634,58093476.600781746,48910187.40758968,WARMIŃSKO-MAZURSKIE,57,84.49101945977483
211,braniewski,2017,79891577.15014853,74677207.34578516,61853223.00086678,WARMIŃSKO-MAZURSKIE,114,83.4411312993941
212,braniewski,2018,106205193.54803404,96823748.44334526,79447079.24579634,WARMIŃSKO-MAZURSKIE,176,82.75339655891636
213,braniewski,2019,111179579.86571698,99196825.66467838,81346497.7982738,WARMIŃSKO-MAZURSKIE,207,82.64985732360144
214,braniewski,2020,105641554.09771942,95046172.6182086,78645165.39539967,WARMIŃSKO-MAZURSKIE,202,83.35681729620381
215,braniewski,2021,75834706.38485917,68186573.49384896,55918901.908186905,WARMIŃSKO-MAZURSKIE,165,82.82556778525348
216,braniewski,2022,74501081.18263862,66485575.31174746,51500050.573173024,WARMIŃSKO-MAZURSKIE,124,79.64039568640172
217,braniewski,2023,70745191.54390779,57487893.93032616,42155826.717989266,WARMIŃSKO-MAZURSKIE,85,75.78485622462742
218,braniewski,2024,6483224.523809524,4813818.460952381,3237730.63952381,WARMIŃSKO-MAZURSKIE,2,71.20708150170698
219,braniewski,2025,3340152.8571428573,1983399.8742857142,947922.0028571428,WARMIŃSKO-MAZURSKIE,1,47.7927832479328
220,brodnicki,2014,48250228.25985714,38483245.097571425,32710758.25657143,KUJAWSKO-POMORSKIE,3,84.99999980156602
221,brodnicki,2015,50726646.834330656,40930990.536330655,34797426.840418674,KUJAWSKO-POMORSKIE,10,85.03943308126777
222,brodnicki,2016,69045605.27365571,57790233.98592745,45832952.51944921,KUJAWSKO-POMORSKIE,37,82.06516409580715
223,brodnicki,2017,81673541.59848544,69217597.82741685,54250785.503403366,KUJAWSKO-POMORSKIE,57,81.15356681559837
224,brodnicki,2018,91615880.51177576,77939658.08597307,61014096.867443696,KUJAWSKO-POMORSKIE,80,81.04662564392726
225,brodnicki,2019,92088562.4615627,79158446.10368754,62692551.705260284,KUJAWSKO-POMORSKIE,81,81.91417217745068
226,brodnicki,2020,109803263.63477077,96975399.31530504,70286329.18485576,KUJAWSKO-POMORSKIE,97,78.14779027626773
227,brodnicki,2021,78828320.21903542,75493645.77614203,51104295.13083375,KUJAWSKO-POMORSKIE,86,74.36932798265194
228,brodnicki,2022,66682914.9608749,64503759.272905946,42996584.16320508,KUJAWSKO-POMORSKIE,61,73.94461563939508
229,brodnicki,2023,62830433.709029436,60767650.55127787,43043344.55905791,KUJAWSKO-POMORSKIE,50,77.38449227469272
230,brzeski,2014,28923479.804597225,23090584.363323413,15638982.0008459,OPOLSKIE,11,62.088592509601284
231,brzeski,2015,50318949.6095714,42855109.44383727,32145170.751750685,OPOLSKIE,31,71.43672807961391
232,brzeski,2016,94782137.26167706,83321676.54946287,61874579.93914367,OPOLSKIE,124,70.94123465476328
233,brzeski,2017,166967774.00783062,150257506.6175667,111061644.73032989,OPOLSKIE,277,70.56164692586638
234,brzeski,2018,199772526.0096005,178583542.06897247,129308550.23818329,MAŁOPOLSKIE,358,75.66138918373797
235,brzeski,2019,168090181.38797837,146412925.22368369,107707371.21338338,MAŁOPOLSKIE,306,76.64243157678764
236,brzeski,2020,169137538.8468911,146972700.07136032,108725806.75485827,MAŁOPOLSKIE,309,77.46416821197522
237,brzeski,2021,154780745.81417403,135299216.33037138,98392849.40227388,MAŁOPOLSKIE,260,76.13413677132701
238,brzeski,2022,100473738.8618219,89436530.8597346,65681231.80705795,MAŁOPOLSKIE,186,76.65764913377184
239,brzeski,2023,79913983.52485712,71676903.37944046,55641956.22756517,MAŁOPOLSKIE,95,80.09936694984256
240,brzezinski,2014,303118.922,302624.82200000004,257231.098,ŁÓDZKIE,1,84.9999997686905
241,brzezinski,2015,8608084.813111112,6037821.191722223,5216295.383277778,ŁÓDZKIE,5,86.4851083822435
242,brzezinski,2016,19292237.464048535,14939401.199952686,12137337.325070564,ŁÓDZKIE,30,82.3954315192228
243,brzezinski,2017,32391707.714968864,25550918.929111112,20585030.878022946,ŁÓDZKIE,77,81.94009457784445
