,powiat,year,total_project_value,total_eligible_expenditure,cofinancing_value,wojewodztwo,number_of_projects,eu_cofinancing_rate
774,gostynski,2017,49848370.418491915,41433557.738579944,30280597.71765182,WIELKOPOLSKIE,60,52.742437836902
775,gostynski,2018,82330949.36220764,69734080.80553775,54515105.26064888,WIELKOPOLSKIE,76,66.27660888340287
776,gostynski,2019,93236981.39945748,78644122.23016082,60804494.430084586,WIELKOPOLSKIE,80,65.4279483716321
777,gostynski,2020,101535248.9480621,85907933.23779729,65891230.06060439,WIELKOPOLSKIE,72,62.120038119165976
778,gostynski,2021,90189629.0000025,75578090.93589401,58569444.854331985,WIELKOPOLSKIE,56,63.914527639679555
779,gostynski,2022,58141326.59077587,50772736.84802891,42771330.72004266,WIELKOPOLSKIE,44,68.74342171794072
780,gostynski,2023,49013647.8526443,42511264.046073824,37218314.85013679,WIELKOPOLSKIE,30,67.63783503031597
781,grajewski,2014,6584992.264591036,4184121.007011204,3557645.408959851,PODLASKIE,3,20.227401821508604
782,grajewski,2015,12474892.375522409,9904554.451275911,8130970.895773577,PODLASKIE,10,52.9966634888835
783,grajewski,2016,18600484.924885664,15944389.742992107,13157042.469886353,PODLASKIE,23,48.43469341074319
784,grajewski,2017,52256057.37903125,40634516.98376668,30870490.49404477,PODLASKIE,57,60.66523570148847
785,grajewski,2018,73526999.23630291,60326419.2797774,44024405.406353,PODLASKIE,91,62.61502290840182
786,grajewski,2019,85307191.8460353,67477402.17193626,47935335.02504007,PODLASKIE,97,62.07046077722135
787,grajewski,2020,94171062.82618926,74424400.41061963,54147339.20697556,PODLASKIE,123,64.25193882024872
788,grajewski,2021,136998244.00416428,115616592.76069899,74149209.75636281,PODLASKIE,127,62.47535160401613
789,grajewski,2022,118775178.64380187,100981275.52513824,64903308.79647209,PODLASKIE,79,62.43046945369708
790,grajewski,2023,106926726.4935273,89250637.03280488,56292300.10068432,PODLASKIE,60,61.22277215516621
791,grajewski,2024,34548610.94752495,33877904.7322584,13932333.302662814,PODLASKIE,2,40.21395846776452
792,grodziski,2014,42056351.21493722,30185208.88935537,22696699.64943592,MAZOWIECKIE,11,49.64090153266462
793,grodziski,2015,61389575.72356326,47037288.249343835,35815552.33884677,MAZOWIECKIE,28,58.9844992341229
794,grodziski,2016,87169605.37823246,68765015.93241253,50905269.270791896,MAZOWIECKIE,104,61.60967542953964
795,grodziski,2017,133560156.45605552,102366964.3608091,75790055.0073941,MAZOWIECKIE,158,63.43591992366888
796,grodziski,2018,157760325.09029683,123196169.35309957,91951949.5522984,MAZOWIECKIE,186,62.96250862423632
797,grodziski,2019,174472115.6254043,144705632.81175905,109699016.98499514,MAZOWIECKIE,178,67.43083668768017
798,grodziski,2020,217084259.3137318,178667244.2167314,135229943.8271306,MAZOWIECKIE,190,69.11596062738501
799,grodziski,2021,245442967.06169617,200608767.39771438,153904968.8683777,MAZOWIECKIE,162,72.40913288231808
800,grodziski,2022,235452333.46044207,192982786.55629507,150389334.78002405,MAZOWIECKIE,146,74.07177342925515
801,grodziski,2023,219392099.38348,179998824.6169427,143098411.8571564,MAZOWIECKIE,104,74.32803722345942
802,grodziski,2024,29693780.771129537,23466766.038358543,18372034.6424368,WIELKOPOLSKIE,7,76.45035903758684
803,grodziski,2025,2032614.9100679127,599924.3552083333,498688.9504105393,WIELKOPOLSKIE,1,29.560014622764292
804,grojecki,2014,92975405.71800666,44050744.31961578,37185619.69173106,MAZOWIECKIE,4,67.56850732732116
805,grojecki,2015,118714239.08465919,61973929.1587101,52236051.47135022,MAZOWIECKIE,12,71.06658639910957
806,grojecki,2016,129210912.08964486,71443870.1301218,58700945.24707815,MAZOWIECKIE,35,69.50095640057012
807,grojecki,2017,144568079.90038946,84054274.88241485,65923104.80584832,MAZOWIECKIE,67,65.62782219689305
808,grojecki,2018,158029885.75638646,93959342.69848482,71924155.12614548,MAZOWIECKIE,83,61.821452183600435
809,grojecki,2019,152295458.5334649,90190977.7901759,70245132.20169367,MAZOWIECKIE,72,63.41286985578507
810,grojecki,2020,204550055.75520617,114922474.47545487,91253698.14805932,MAZOWIECKIE,84,67.69438557276247
811,grojecki,2021,203495797.41620514,114873961.23779906,89804556.19380037,MAZOWIECKIE,58,69.03780489059199
812,grojecki,2022,194958693.47938484,107332567.09426731,85623969.94733013,MAZOWIECKIE,46,70.96844879704794
813,grojecki,2023,181291570.95135742,97264417.07873847,79383074.85806143,MAZOWIECKIE,28,71.25594615367476
814,grudziadz,2014,9284519.280484848,2379516.5273030302,2370679.0273030302,KUJAWSKO-POMORSKIE,2,99.68313403402628
815,grudziadz,2015,13559868.612818182,6621074.365636364,5397918.192469697,KUJAWSKO-POMORSKIE,7,88.57377557227994
816,grudziadz,2016,57414393.886024185,43087987.53128077,34504877.02671452,KUJAWSKO-POMORSKIE,25,82.09440220520129
817,grudziadz,2017,86916853.73533012,68153350.23323447,50676045.911192484,KUJAWSKO-POMORSKIE,53,77.44693032904098
818,grudziadz,2018,94423186.6675567,75386940.2143288,57145767.167016305,KUJAWSKO-POMORSKIE,64,78.56317524661367
819,grudziadz,2019,89547833.68618454,73042883.74288417,56503060.88757531,KUJAWSKO-POMORSKIE,70,79.69104527086625
820,grudziadz,2020,132219062.14332645,110238071.27110218,80888895.64472438,KUJAWSKO-POMORSKIE,92,77.80696282566157
821,grudziadz,2021,152671845.63659638,133599357.73839022,89613754.99601287,KUJAWSKO-POMORSKIE,90,73.8415169067463
822,grudziadz,2022,135150039.91095507,117305760.88495907,76586740.22262156,KUJAWSKO-POMORSKIE,73,72.49403269575365
823,grudziadz,2023,164477494.84739426,139719783.27828228,96560681.06627525,KUJAWSKO-POMORSKIE,49,75.40030612060781
824,grudziadzki,2014,30333198.92131818,21215057.621136364,18380888.953636367,KUJAWSKO-POMORSKIE,3,86.89376029125805
825,grudziadzki,2015,33488120.341413416,24316577.09885065,20972830.97801732,KUJAWSKO-POMORSKIE,8,86.68359780570077
826,grudziadzki,2016,38361817.48904799,29153357.79467363,24974855.557774045,KUJAWSKO-POMORSKIE,19,86.15288659041246
827,grudziadzki,2017,47466382.23941741,37183082.07386144,30856119.955656774,KUJAWSKO-POMORSKIE,45,84.63730300254602
828,grudziadzki,2018,57321865.12969489,44708711.46375667,36410500.22825342,KUJAWSKO-POMORSKIE,67,83.11254844001445
829,grudziadzki,2019,66265853.49665607,49855429.19397873,41311013.89297909,KUJAWSKO-POMORSKIE,74,83.82268818612827
830,grudziadzki,2020,68264445.4321194,51921426.18035148,43585995.57653292,KUJAWSKO-POMORSKIE,82,84.59698760352362
831,grudziadzki,2021,68085545.76956066,52956324.5948942,44371070.26353469,KUJAWSKO-POMORSKIE,83,84.48958088418371
832,grudziadzki,2022,62431446.66020571,47343851.894297,39555047.81685047,KUJAWSKO-POMORSKIE,63,84.23569199691666
833,grudziadzki,2023,59010128.33447821,43222053.195453554,35133048.694504164,KUJAWSKO-POMORSKIE,42,82.84527885468077
834,grudziadzki,2024,3554606.5683333334,1208437.465,966829.5533333333,KUJAWSKO-POMORSKIE,1,80.0065854738568
835,gryficki,2014,88401954.9382824,45564321.667591706,38829394.67304941,ZACHODNIOPOMORSKIE,4,72.00739519588689
836,gryficki,2015,93348196.0862048,49347947.27496561,41774077.10026105,ZACHODNIOPOMORSKIE,6,70.23956594162551
837,gryficki,2016,143524850.20115578,96689584.41247213,82872389.45417099,ZACHODNIOPOMORSKIE,34,56.80766427849442
838,gryficki,2017,196041028.53485307,145384928.5466026,125867500.51109752,ZACHODNIOPOMORSKIE,69,66.86461266140003
839,gryficki,2018,198367241.29176232,147332301.28350788,127437181.72994398,ZACHODNIOPOMORSKIE,78,65.77773814947169
840,gryficki,2019,200829342.53570992,147904834.43888605,128149833.84056257,ZACHODNIOPOMORSKIE,63,65.24068594081614
841,gryficki,2020,217936529.9005876,164053004.92748132,141041417.21040264,ZACHODNIOPOMORSKIE,54,64.57700448127488
842,gryficki,2021,118012377.34455922,98850030.65342453,81380073.4154633,ZACHODNIOPOMORSKIE,47,52.77693616978104
843,gryficki,2022,88725442.21106476,70796204.5694856,55523019.32732761,ZACHODNIOPOMORSKIE,47,38.87970789114776
844,gryficki,2023,70279054.51650074,56347726.905043505,44366521.89803791,ZACHODNIOPOMORSKIE,34,33.189286433380126
845,gryficki,2024,1897434.5246428573,1531145.4671031747,937958.3226587301,ZACHODNIOPOMORSKIE,1,39.078986400056145
846,gryfinski,2014,14493290.48528241,7177317.523496473,6200411.165192267,ZACHODNIOPOMORSKIE,2,3.634831109785496
847,gryfinski,2015,19852353.128204808,11373764.625870371,9507700.047403907,ZACHODNIOPOMORSKIE,4,20.25982475795196
848,gryfinski,2016,65885350.27554863,51072794.00434118,42327970.465974554,ZACHODNIOPOMORSKIE,38,26.518401632715275
849,gryfinski,2017,94860137.5569602,77052180.30428118,60776697.44874633,ZACHODNIOPOMORSKIE,70,38.90180001313208
850,gryfinski,2018,109355487.48189723,88891129.07821426,70874056.35127461,ZACHODNIOPOMORSKIE,96,43.60053479958725
851,gryfinski,2019,107961531.1598948,86229656.72130904,69123748.30129784,ZACHODNIOPOMORSKIE,88,40.97664402207623
852,gryfinski,2020,108668894.52990739,87151351.76170589,70365434.1675764,ZACHODNIOPOMORSKIE,70,37.864623303027955
853,gryfinski,2021,90906714.45268458,74916306.74788323,61435439.406994216,ZACHODNIOPOMORSKIE,56,42.385665597612544
854,gryfinski,2022,82503713.03308062,65937858.53533481,53973726.81527801,ZACHODNIOPOMORSKIE,46,40.155608306214475
855,gryfinski,2023,64240612.163726926,50996527.37936494,41643659.073276,ZACHODNIOPOMORSKIE,35,31.27893801212726
856,gryfinski,2024,3961534.2079761904,1954668.323769841,1661468.0693253968,ZACHODNIOPOMORSKIE,1,71.10948042602911
857,gubczycki,2014,2706617.9864960317,2563548.111073413,2180471.98692328,OPOLSKIE,3,23.150832554741168
858,gubczycki,2015,8108759.952837272,7878182.146692431,6603479.956834016,OPOLSKIE,9,53.57199663526639
859,gubczycki,2016,21764740.33630751,20292319.601405725,16145770.744080607,OPOLSKIE,39,57.95733201305905
860,gubczycki,2017,43432723.11461467,41155025.66408518,32656911.78323809,OPOLSKIE,110,58.90071839270566
861,gubczycki,2018,58468504.76551537,55827732.296632715,43903763.703370064,OPOLSKIE,125,61.18457564274811
862,gubczycki,2019,53688323.93565569,50693651.90838413,39126855.48843822,OPOLSKIE,111,56.85091858914777
863,gubczycki,2020,48995403.1431763,46260059.0593978,36078251.35153874,OPOLSKIE,99,47.06416179243752
864,gubczycki,2021,55401966.89180134,53302772.28463864,41130793.028435946,OPOLSKIE,82,49.15975518858829
865,gubczycki,2022,45957191.77547432,43822735.09152591,34036773.76720108,OPOLSKIE,59,49.32828063301131
866,gubczycki,2023,36557247.43698615,34545701.51071134,26855466.458559416,OPOLSKIE,29,49.41598637670643
867,hajnowski,2014,8726208.472051354,6280184.739630252,5289030.482293184,PODLASKIE,4,40.76565982834599
868,hajnowski,2015,11832274.080932338,9386250.348511238,7921473.988637918,PODLASKIE,8,54.17155379678928
869,hajnowski,2016,48142069.56192654,39824737.68935839,32030853.73744117,PODLASKIE,26,67.37321396782994
870,hajnowski,2017,94884222.97407617,82413740.85557035,66500094.714778125,PODLASKIE,55,73.97988608242692
871,hajnowski,2018,128987036.74405292,108556254.48928614,87621035.70699471,PODLASKIE,104,75.36160077581809
872,hajnowski,2019,132549189.61725686,113113156.92491657,91375302.50709514,PODLASKIE,120,75.99457645823557
873,hajnowski,2020,148127684.14044732,125605320.19330311,98804467.51309685,PODLASKIE,144,74.54926203989619
874,hajnowski,2021,139114032.207089,117776436.48109674,93447741.33265144,PODLASKIE,137,75.03918181640796
875,hajnowski,2022,87559328.51975623,77788747.40196563,61248840.832319975,PODLASKIE,73,72.01055291442098
876,hajnowski,2023,37105874.85282491,32123601.594602484,24550303.207764354,PODLASKIE,43,59.82971709649944
877,hrubieszowski,2014,7894047.514305556,5192877.525873016,4416151.640331348,LUBELSKIE,2,17.91528247466697
878,hrubieszowski,2015,11822724.9486005,9079123.551001292,7913548.972422641,LUBELSKIE,9,49.18446917000917
879,hrubieszowski,2016,26446067.49012626,22125298.798027053,19055716.352640465,LUBELSKIE,32,51.850856721676
880,hrubieszowski,2017,43379512.026125446,38301130.64362842,31813361.21822709,LUBELSKIE,70,50.511507742722266
881,hrubieszowski,2018,69765612.04724807,60171432.24198447,49849655.80233291,LUBELSKIE,84,56.440691467562374
882,hrubieszowski,2019,75986721.45752473,63087895.04745906,51157425.080823354,LUBELSKIE,82,55.88373134505283
883,hrubieszowski,2020,73793669.01979594,62321743.88069871,51142640.6637347,LUBELSKIE,109,58.94283391824657
884,hrubieszowski,2021,71589668.37847316,61390316.29217454,50072593.12670226,LUBELSKIE,66,63.88416476420275
885,hrubieszowski,2022,50965336.47448593,43487840.846794456,35584940.16741157,LUBELSKIE,48,57.96900056985001
886,hrubieszowski,2023,26616668.244114734,22641476.48272039,17877108.397444926,LUBELSKIE,33,39.09321182653311
887,iawski,2014,4826185.361309524,3388951.983690476,2829451.3897619047,WARMIŃSKO-MAZURSKIE,4,83.5963331515416
888,iawski,2015,26620235.915103175,20555671.74514286,14267310.952284127,WARMIŃSKO-MAZURSKIE,15,75.39283820188844
889,iawski,2016,75100321.14588413,62229726.97237698,43670409.557615876,WARMIŃSKO-MAZURSKIE,78,73.31533601325452
890,iawski,2017,124714043.41885805,105475728.47499546,75212173.86437313,WARMIŃSKO-MAZURSKIE,176,73.86108981788374
891,iawski,2018,176651291.5874102,143680272.46636114,101941959.25823325,WARMIŃSKO-MAZURSKIE,269,73.70554103610097
892,iawski,2019,174514596.57418442,136539474.534726,99004002.11891071,WARMIŃSKO-MAZURSKIE,311,74.64412180292105
893,iawski,2020,169089206.20797062,133479435.58962329,100536328.40399294,WARMIŃSKO-MAZURSKIE,308,77.2025727049299
894,iawski,2021,111121252.58726856,89976685.18436947,66952716.736287035,WARMIŃSKO-MAZURSKIE,228,76.20117410415205
895,iawski,2022,72058708.95811944,58417565.21476796,43232061.743168004,WARMIŃSKO-MAZURSKIE,147,76.02560447315311
896,iawski,2023,68153919.0610394,54686863.86408078,39705167.880424716,WARMIŃSKO-MAZURSKIE,106,74.91623089434707
897,iawski,2024,714207.1958333333,701694.6929166666,510903.9058333333,WARMIŃSKO-MAZURSKIE,1,72.8099999887
898,inowrocawski,2014,51045442.60992381,40697236.74310476,34393556.20063809,KUJAWSKO-POMORSKIE,7,84.82221986984182
899,inowrocawski,2015,62410811.478563994,51896511.01403066,44075240.52848534,KUJAWSKO-POMORSKIE,18,85.38205341126859
900,inowrocawski,2016,76899931.2900557,65770627.09618697,54813305.291801594,KUJAWSKO-POMORSKIE,44,84.23399717653871
901,inowrocawski,2017,142340538.29345858,118614904.19879033,90543371.88921154,KUJAWSKO-POMORSKIE,95,79.9760843397708
902,inowrocawski,2018,165055260.18698168,140355104.60109785,105328349.3133815,KUJAWSKO-POMORSKIE,130,78.81527090419361
903,inowrocawski,2019,166591754.1390345,140816929.66141152,108130576.80242229,KUJAWSKO-POMORSKIE,146,79.94356261388683
904,inowrocawski,2020,180415599.1269251,154510730.87908658,118312537.65850982,KUJAWSKO-POMORSKIE,173,80.05685638093576
905,inowrocawski,2021,118000823.42483792,107415711.3925532,77235457.8425943,KUJAWSKO-POMORSKIE,159,75.80895513233307
906,inowrocawski,2022,84682862.46651469,76079854.78948775,53780733.13532277,KUJAWSKO-POMORSKIE,114,75.21550767335695
907,inowrocawski,2023,67532231.55880415,60534529.62485173,41708714.752338305,KUJAWSKO-POMORSKIE,75,73.80777936750657
908,inowrocawski,2024,1574491.0133333334,1574491.0133333334,777192.3250000001,KUJAWSKO-POMORSKIE,1,49.3614964085833
909,inowrocawski,2025,1574491.0133333334,1574491.0133333334,777192.3250000001,KUJAWSKO-POMORSKIE,1,49.3614964085833
910,janowski,2014,39920054.662771165,26174557.26753968,22250579.40952447,LUBELSKIE,5,71.68545745070114
911,janowski,2015,41982304.45443783,28236807.059206348,24124233.1678578,LUBELSKIE,8,72.97166593098102
912,janowski,2016,66956134.591134615,51111306.66266293,43288136.15569636,LUBELSKIE,38,69.75552680467075
913,janowski,2017,84544281.57229842,67865751.99209557,55973104.992441215,LUBELSKIE,68,64.2359556310417
914,janowski,2018,102722241.94326447,83330174.14251728,68688065.55567932,LUBELSKIE,79,63.40032176538721
915,janowski,2019,96527706.03198439,76321043.21609199,62036570.871121846,LUBELSKIE,74,60.75304493750525
916,janowski,2020,100482540.82974376,79529078.1498198,64786077.85316225,LUBELSKIE,108,63.65376767548766
917,janowski,2021,96014158.84623843,77809418.97611311,61780224.260729015,LUBELSKIE,54,65.93263615269149
918,janowski,2022,88969946.50458312,70997705.52356492,56557999.80782188,LUBELSKIE,48,65.45184515637196
919,janowski,2023,44076417.31295411,38768140.67836532,30320082.345469467,LUBELSKIE,30,55.28391778366592
920,jarocinski,2014,33048490.94992898,19219323.725119922,16365650.279189602,WIELKOPOLSKIE,2,82.9558572791574
921,jarocinski,2015,41116471.20861935,26740660.185195096,22257472.62385034,WIELKOPOLSKIE,9,80.0399995490981
922,jarocinski,2016,60601382.182138935,43752357.304744095,35185210.71273075,WIELKOPOLSKIE,47,65.0207497141481
923,jarocinski,2017,76667036.6851994,56405800.31829585,41886363.255460896,WIELKOPOLSKIE,61,62.418865848816566
924,jarocinski,2018,79220137.17228347,58004354.74278867,44712267.74704346,WIELKOPOLSKIE,84,61.93542007875425
925,jarocinski,2019,101098800.89110652,71251573.7492122,59866284.13860338,WIELKOPOLSKIE,100,68.63774206885694
926,jarocinski,2020,105629688.96629353,75065508.48771681,63145746.76670365,WIELKOPOLSKIE,83,64.78615741769607
927,jarocinski,2021,103997192.74986148,73567127.57877442,61649599.04605647,WIELKOPOLSKIE,80,67.63993761398748
928,jarocinski,2022,94153572.9249634,66178040.06517378,55484143.32354613,WIELKOPOLSKIE,70,70.47265066922594
929,jarocinski,2023,84675140.14935961,58872825.577968694,49772409.61420475,WIELKOPOLSKIE,48,69.22583553451078
930,jarosawski,2014,15569451.332381945,11910382.4585625,9978210.272761574,PODKARPACKIE,7,44.017648401757455
931,jarosawski,2015,25243299.04256713,20527507.54877855,17498063.01405787,PODKARPACKIE,11,56.3522288275634
932,jarosawski,2016,71470247.3287091,57630019.870965846,44845045.232016094,PODKARPACKIE,47,57.68478702249738
933,jarosawski,2017,156965613.02214143,127762741.90811245,99286075.80487095,PODKARPACKIE,98,66.87029492267689
934,jarosawski,2018,161038223.48236793,131095344.93862666,103618886.77974479,PODKARPACKIE,117,65.0706226791966
935,jarosawski,2019,114430767.33848855,96641609.05810475,74881754.24665454,PODKARPACKIE,96,65.50703131781273
936,jarosawski,2020,115986695.73039073,98361834.03824136,77872887.62122579,PODKARPACKIE,104,66.29911229177735
937,jarosawski,2021,116223907.08243823,98780895.87895551,77227197.78322193,PODKARPACKIE,87,67.52103356405796
938,jarosawski,2022,91486025.03394943,79569845.6497421,63351776.274894014,PODKARPACKIE,72,65.61591985406469
939,jarosawski,2023,50744274.55560914,42589426.85124144,33629470.083864,PODKARPACKIE,47,57.723327871829454
940,jasielski,2014,13400956.726993054,8819954.366395835,7499902.210761574,PODKARPACKIE,5,31.32768502851696
941,jasielski,2015,48879197.72260879,36968673.9388103,27080050.50278555,PODKARPACKIE,19,58.83442742385587
942,jasielski,2016,86965818.16926514,70694938.68976195,53875230.97720908,PODKARPACKIE,58,60.09221621581781
943,jasielski,2017,143435444.14812684,116388649.52482605,84671757.30981334,PODKARPACKIE,112,60.66924919759696
944,jasielski,2018,165006588.90933278,135529844.77687526,98687670.54719403,PODKARPACKIE,154,59.82907071557573
945,jasielski,2019,128431595.6276644,103611896.53714767,75794312.39173165,PODKARPACKIE,135,62.91501986198706
946,jasielski,2020,141438322.03844833,116346972.19249937,87796145.0478003,PODKARPACKIE,118,64.94076486747444
947,jasielski,2021,107289723.32841252,87532454.7378802,66295310.369730964,PODKARPACKIE,77,63.444456880407394
948,jasielski,2022,102349374.52730718,84388665.55618517,64660425.861259475,PODKARPACKIE,70,63.327173222672435
949,jasielski,2023,58838718.32405809,49871621.12884516,39147591.824746214,PODKARPACKIE,40,59.68880377457638
950,jasielski,2024,15063650.997662451,14430206.238799604,11354571.982792659,PODKARPACKIE,3,77.24996507666211
951,jasielski,2025,15061315.283376737,14427870.52451389,11352236.268506944,PODKARPACKIE,3,77.26585920031606
952,jastrzebiezdroj,2014,15257640.957716517,8977338.64428011,7580731.609916121,ŚLĄSKIE,1,14.494370552464744
953,jastrzebiezdroj,2015,19401252.432299852,13096287.84553011,11066999.036999453,ŚLĄSKIE,6,32.12463858196099
954,jastrzebiezdroj,2016,37514730.50420343,29570494.10913577,24223484.024164617,ŚLĄSKIE,18,32.83448520970897
955,jastrzebiezdroj,2017,76341654.4922002,52673243.10499117,42504039.53801138,ŚLĄSKIE,45,37.32949515944625
956,jastrzebiezdroj,2018,87224330.03501439,61212211.4282139,49889842.7558479,ŚLĄSKIE,73,42.57775877173036
957,jastrzebiezdroj,2019,100495359.61083874,74439635.94250423,57357593.75022084,ŚLĄSKIE,85,45.61614238131207
958,jastrzebiezdroj,2020,104413048.93325505,76727983.7177018,62052916.701369226,ŚLĄSKIE,89,48.64698200520716
959,jastrzebiezdroj,2021,88754950.67174962,71440043.28496471,57895329.06785859,ŚLĄSKIE,84,47.46660331432316
960,jastrzebiezdroj,2022,75281459.59642832,57876780.907843806,46810921.790001795,ŚLĄSKIE,64,41.77036862454855
961,jastrzebiezdroj,2023,49294489.97461416,41002892.26773451,34290364.472329766,ŚLĄSKIE,42,41.057106717152664
962,jaworski,2014,102398570.38614167,45553292.45921667,38794650.36091111,DOLNOŚLĄSKIE,7,85.49735854164585
963,jaworski,2015,121401244.44664265,59590846.254370436,49369059.02997162,DOLNOŚLĄSKIE,14,84.29996147956625
964,jaworski,2016,159266094.83350116,92320631.3509561,75186765.4025364,DOLNOŚLĄSKIE,106,75.99623867219485
965,jaworski,2017,177898139.60455036,110300794.26291521,90204958.08414432,DOLNOŚLĄSKIE,187,75.53757745973095
966,jaworski,2018,191094077.56890938,124989791.86021079,99482591.90059444,DOLNOŚLĄSKIE,195,76.13445039062472
967,jaworski,2019,167101100.25799564,103103244.53226228,80658641.46666963,DOLNOŚLĄSKIE,74,73.67133223733677
968,jaworski,2020,167785599.5702813,104688835.72311342,81669299.38910273,DOLNOŚLĄSKIE,73,72.40553361054482
969,jaworski,2021,174740574.64960968,111402817.49404661,87388356.11520427,DOLNOŚLĄSKIE,65,71.73048510580176
970,jaworski,2022,172392127.97349435,109032803.70565033,87051799.85850382,DOLNOŚLĄSKIE,63,72.27346019713413
971,jaworski,2023,159807876.5030878,97618795.39300604,77311134.64572448,DOLNOŚLĄSKIE,41,73.22482216077557
972,jaworzno,2014,42564755.21091096,26927279.643772177,22887885.984975643,ŚLĄSKIE,9,61.82551436209597
973,jaworzno,2015,56562359.67360541,39405661.18335551,32510565.519892313,ŚLĄSKIE,17,65.50058335329004
974,jaworzno,2016,98896489.2150586,72722085.12926078,57869872.66010311,ŚLĄSKIE,38,60.99993639623973
975,jaworzno,2017,190902037.87114674,142531078.30737424,113960678.37413374,ŚLĄSKIE,70,65.62365364739985
976,jaworzno,2018,139131911.08676118,107551257.45428611,81863440.79348473,ŚLĄSKIE,97,55.336635023995534
977,jaworzno,2019,130626958.82679296,101310801.97158942,80292288.65341091,ŚLĄSKIE,99,56.96304214364191
978,jaworzno,2020,125833305.94538487,101215130.95996256,79358093.56579578,ŚLĄSKIE,116,54.76192907140137
979,jaworzno,2021,133323912.85131648,106999704.97855935,83786630.83412176,ŚLĄSKIE,130,56.84363201761532
980,jaworzno,2022,119772843.60256769,95130719.68314984,73815484.3120817,ŚLĄSKIE,109,54.762230019489365
981,jaworzno,2023,64820718.865361094,53972529.94273145,40938425.79289139,ŚLĄSKIE,62,43.57805146795125
982,jaworzno,2024,5597743.409679254,4542499.572524305,2596210.7300711805,ŚLĄSKIE,1,17.323215001670377
983,jaworzno,2025,3196757.676123698,2911707.5346354167,1210037.4981822916,ŚLĄSKIE,1,37.16803548173286
984,jedrzejowski,2014,166190395.995283,84930189.9883988,72194442.7760119,ŚWIĘTOKRZYSKIE,5,83.20614751568968
985,jedrzejowski,2015,170050715.92385444,88790509.91697022,75673588.42101191,ŚWIĘTOKRZYSKIE,7,83.22169032575721
986,jedrzejowski,2016,198762937.9976301,113686444.916109,93684770.42632192,ŚWIĘTOKRZYSKIE,35,78.56951801431327
987,jedrzejowski,2017,239758101.8950344,148613830.8220822,120152501.4385494,ŚWIĘTOKRZYSKIE,78,72.63996217160876
988,jedrzejowski,2018,189455135.51173654,137126198.78356788,106308292.10526179,ŚWIĘTOKRZYSKIE,107,68.55244196325654
989,jedrzejowski,2019,189561170.62769252,136700106.45719054,105010159.57023585,ŚWIĘTOKRZYSKIE,128,68.83979390327475
990,jedrzejowski,2020,207753377.76119024,154292908.5764323,120113477.38113533,ŚWIĘTOKRZYSKIE,231,70.08748253965317
991,jedrzejowski,2021,140267489.3466309,114294374.66514084,88701547.36313419,ŚWIĘTOKRZYSKIE,124,64.94336113411138
992,jedrzejowski,2022,112427212.28361443,92631153.06970981,71833820.3873487,ŚWIĘTOKRZYSKIE,86,61.53350377878148
993,jedrzejowski,2023,84848522.08021978,66698536.28298778,53578691.28432792,ŚWIĘTOKRZYSKIE,52,60.69906262708765
994,jedrzejowski,2024,6217791.778181818,5065474.73,2993153.52,ŚWIĘTOKRZYSKIE,2,60.88245990051989
995,jedrzejowski,2025,5381250.0,4375000.0,2406250.0,ŚWIĘTOKRZYSKIE,1,55.0
996,jelenia gora,2014,12595389.562447222,10641267.017175,9046841.559619445,DOLNOŚLĄSKIE,10,83.94818244110432
997,jelenia gora,2015,41809296.25855139,38089675.921154164,31366025.504640277,DOLNOŚLĄSKIE,23,82.08381825202093
998,jelenia gora,2016,90945533.8900145,76708493.55124782,62104512.463872805,DOLNOŚLĄSKIE,71,72.96596072329866
999,jelenia gora,2017,107359618.41132306,91168083.90779169,74158540.90644193,DOLNOŚLĄSKIE,108,72.57470056040799
1000,jelenia gora,2018,111223730.10161912,91778081.59785761,73024871.18969874,DOLNOŚLĄSKIE,117,73.6430455636583
1001,jelenia gora,2019,89408492.86508502,74961192.16685764,59263849.0556116,DOLNOŚLĄSKIE,96,71.20452468915421
1002,jelenia gora,2020,65688152.4815287,53992990.35170013,43608770.53662911,DOLNOŚLĄSKIE,145,67.62468401906854
1003,jelenia gora,2021,65776961.33062826,53553071.471460044,42028640.18224785,DOLNOŚLĄSKIE,81,62.09546278611013
1004,jelenia gora,2022,52032219.615319,43977722.22095316,34783582.33350576,DOLNOŚLĄSKIE,67,58.51917460114264
1005,jelenia gora,2023,42649153.05919616,35807085.14673148,28284071.56769664,DOLNOŚLĄSKIE,39,60.37458913049999
1006,kaliski,2014,66936755.32237343,39617267.31545325,33703902.32341182,WIELKOPOLSKIE,2,84.00742278411136
1007,kaliski,2015,74229648.5183522,46023647.20431682,37763605.41460627,WIELKOPOLSKIE,9,81.33741751945475
1008,kaliski,2016,101000034.89847621,67548389.90614486,54778885.80641682,WIELKOPOLSKIE,52,71.37483471467793
1009,kaliski,2017,125634066.1115855,86698664.72969463,69060759.28091006,WIELKOPOLSKIE,72,71.02028687576662
1010,kaliski,2018,125039221.88065411,87311822.838672,70578734.99596165,WIELKOPOLSKIE,81,70.07952375777047
1011,kaliski,2019,69988969.83511734,55159442.282735705,41483050.20745135,WIELKOPOLSKIE,91,55.31054215042034
1012,kaliski,2020,77688683.81775041,63768201.46385301,46187179.88716203,WIELKOPOLSKIE,92,50.315126322698646
1013,kaliski,2021,68530477.94944248,54647368.376982406,37645844.956410035,WIELKOPOLSKIE,68,47.554097611094825
