,powiat_std,year,total_project_value,total_eligible_expenditure,cofinancing_value,wojewodztwo,powiat,number_of_projects,eu_cofinancing_rate
1655,ketrzynski,2015,9531387.183238095,8171364.779904762,5818637.789380953,WARMIŃSKO-MAZURSKIE,kętrzyński,7,73.82835310923349
1656,ketrzynski,2016,21830262.58599504,19198247.395800594,14955003.667929564,WARMIŃSKO-MAZURSKIE,kętrzyński,73,79.57969788571383
1657,ketrzynski,2017,52220588.18176488,42585844.96685615,33427143.792960912,WARMIŃSKO-MAZURSKIE,kętrzyński,153,80.00229509725726
1658,ketrzynski,2018,79621256.79683025,61189187.98856835,48272155.64250195,WARMIŃSKO-MAZURSKIE,kętrzyński,227,80.0559121216061
1659,ketrzynski,2019,85745233.85545763,67449978.2195364,53323624.563644625,WARMIŃSKO-MAZURSKIE,kętrzyński,249,79.85308489341519
1660,ketrzynski,2020,85920335.01903251,69841784.69172236,55994706.099017926,WARMIŃSKO-MAZURSKIE,kętrzyński,234,80.93427499666167
1661,ketrzynski,2021,88064445.19017701,42040770.550335646,68768108.25933543,WARMIŃSKO-MAZURSKIE,kętrzyński,179,83.5591825088123
1662,ketrzynski,2022,121456958.02508146,37594194.675430566,90857805.36753036,WARMIŃSKO-MAZURSKIE,kętrzyński,111,84.30041094795759
1663,ketrzynski,2023,127856720.58804435,30186702.976259258,91417232.99470547,WARMIŃSKO-MAZURSKIE,kętrzyński,78,83.79334920216094
1664,ketrzynski,2024,117239855.83605441,0.0,87044730.86442232,WARMIŃSKO-MAZURSKIE,kętrzyński,64,84.1180922358625
1665,ketrzynski,2025,144283346.4523507,0.0,108515444.19366221,WARMIŃSKO-MAZURSKIE,kętrzyński,85,84.20530791895236
1666,ketrzynski,2026,80787401.9262526,0.0,65198042.66359433,WARMIŃSKO-MAZURSKIE,kętrzyński,43,85.35273459625316
1667,ketrzynski,2027,70247215.2030603,0.0,57119845.50665805,WARMIŃSKO-MAZURSKIE,kętrzyński,16,85.78180997606967
1668,ketrzynski,2028,61004209.57326105,0.0,51553047.099221684,WARMIŃSKO-MAZURSKIE,kętrzyński,9,86.21535487965234
1669,ketrzynski,2029,703389.5509756303,0.0,597881.1183321009,WARMIŃSKO-MAZURSKIE,kętrzyński,2,85.0000000004002
1670,kielce,2014,18325713.906410716,15525851.08480357,11798611.848404761,ŚWIĘTOKRZYSKIE,Kielce,10,71.6468157526501
1671,kielce,2015,47902988.94893122,38773590.6718426,31357015.87943254,ŚWIĘTOKRZYSKIE,Kielce,38,79.56601603682553
1672,kielce,2016,145481354.72243133,123675168.89779311,102527734.17129245,ŚWIĘTOKRZYSKIE,Kielce,103,79.41777995906357
1673,kielce,2017,322664978.8278915,276840740.34728247,224184708.73119056,ŚWIĘTOKRZYSKIE,Kielce,200,77.17068732860078
1674,kielce,2018,396685525.77374655,333834783.0291132,266427324.93794325,ŚWIĘTOKRZYSKIE,Kielce,272,76.33149499539734
1675,kielce,2019,416552166.2744418,355073495.0146417,279937030.39071375,ŚWIĘTOKRZYSKIE,Kielce,252,76.70335819650586
1676,kielce,2020,421706360.8059279,364809633.5483719,293844383.7848249,ŚWIĘTOKRZYSKIE,Kielce,841,78.45344300336718
1677,kielce,2021,377930411.6662487,319245092.9877106,255682752.9280369,ŚWIĘTOKRZYSKIE,Kielce,242,75.71861994150508
1678,kielce,2022,419156183.0585463,326783428.79865617,280776142.83267784,ŚWIĘTOKRZYSKIE,Kielce,214,75.905205489619
1679,kielce,2023,452088455.7102846,262926189.46298403,301702834.4263067,ŚWIĘTOKRZYSKIE,Kielce,170,72.68678422379892
1680,kielce,2024,275951554.23016214,6296650.545555555,186324487.9938136,ŚWIĘTOKRZYSKIE,Kielce,106,68.15903110229112
1681,kielce,2025,389331080.046648,0.0,256259516.30819336,ŚWIĘTOKRZYSKIE,Kielce,159,69.21386496644645
1682,kielce,2026,362024660.2267808,0.0,237273986.8940743,ŚWIĘTOKRZYSKIE,Kielce,116,68.27690056602123
1683,kielce,2027,244865097.16968536,0.0,163400195.13425553,ŚWIĘTOKRZYSKIE,Kielce,59,66.8869403442318
1684,kielce,2028,162247838.19891936,0.0,109180587.08105382,ŚWIĘTOKRZYSKIE,Kielce,19,62.67063798151958
1685,kielce,2029,85027592.42754532,0.0,57216476.495115586,ŚWIĘTOKRZYSKIE,Kielce,7,60.69338977350433
1686,kielecki,2014,60810179.993125,34353513.24366072,29095610.26045238,ŚWIĘTOKRZYSKIE,kielecki,4,80.25018510079127
1687,kielecki,2015,92203889.1991098,60348512.1658545,48050206.80771825,ŚWIĘTOKRZYSKIE,kielecki,16,79.81236883995797
1688,kielecki,2016,246974280.71089807,184988738.19011897,144985687.99308032,ŚWIĘTOKRZYSKIE,kielecki,139,77.81099524977225
1689,kielecki,2017,413992061.271973,321540399.9548005,255924341.34169072,ŚWIĘTOKRZYSKIE,kielecki,313,76.14781798937013
1690,kielecki,2018,520713249.15064216,406689925.6373427,318859544.0228793,ŚWIĘTOKRZYSKIE,kielecki,439,75.62959376664794
1691,kielecki,2019,493243519.3508117,384320557.7773456,299592338.27297884,ŚWIĘTOKRZYSKIE,kielecki,419,75.20908145806882
1692,kielecki,2020,420592132.6976666,322176931.8151112,252261922.3268516,ŚWIĘTOKRZYSKIE,kielecki,742,74.65483650898217
1693,kielecki,2021,316376900.8355279,252215912.9064884,200081113.00642386,ŚWIĘTOKRZYSKIE,kielecki,341,72.53188478769604
1694,kielecki,2022,260884328.49888048,200507248.37179846,159183002.38914233,ŚWIĘTOKRZYSKIE,kielecki,257,69.95893273381967
1695,kielecki,2023,207937117.87066528,135544216.42634428,128058639.77281517,ŚWIĘTOKRZYSKIE,kielecki,181,62.33273778814034
1696,kielecki,2024,153436293.07789358,0.0,119253205.06852293,ŚWIĘTOKRZYSKIE,kielecki,125,68.55828679690019
1697,kielecki,2025,256317379.0472143,0.0,190110413.74427253,ŚWIĘTOKRZYSKIE,kielecki,192,72.52753344169845
1698,kielecki,2026,221100711.83058622,0.0,162988951.14285487,ŚWIĘTOKRZYSKIE,kielecki,132,70.63749556474491
1699,kielecki,2027,148686887.92072937,0.0,106698726.22717649,ŚWIĘTOKRZYSKIE,kielecki,56,66.41261962460013
1700,kielecki,2028,86468929.3445233,0.0,62244326.486396305,ŚWIĘTOKRZYSKIE,kielecki,15,58.67318365183065
1701,kielecki,2029,33736056.16033076,0.0,26994341.89085453,ŚWIĘTOKRZYSKIE,kielecki,5,49.60554558351334
1702,kluczborski,2014,44899974.735305555,27103314.767597225,23039436.174185183,OPOLSKIE,kluczborski,2,79.14714113444406
1703,kluczborski,2015,52190287.78027179,34230518.667424574,29068375.054387588,OPOLSKIE,kluczborski,11,78.03818170786934
1704,kluczborski,2016,60636350.74714482,42424895.21837398,34649491.40125918,OPOLSKIE,kluczborski,43,72.26411511177228
1705,kluczborski,2017,79938164.24922866,60448445.30920784,47481925.25758218,OPOLSKIE,kluczborski,111,65.51746590159317
1706,kluczborski,2018,94086438.14068493,74374539.63231093,56347789.29028739,OPOLSKIE,kluczborski,131,63.700306809939924
1707,kluczborski,2019,97073773.50764866,75799013.89072703,58228149.77154602,OPOLSKIE,kluczborski,123,64.22296530686084
1708,kluczborski,2020,104672759.43842123,83807712.96799268,64479809.62064985,OPOLSKIE,kluczborski,105,61.28414947438264
1709,kluczborski,2021,96521725.45804738,75218720.81595214,60109401.07670561,OPOLSKIE,kluczborski,93,60.95671214670587
1710,kluczborski,2022,86361559.06560925,64745710.61472829,51869144.18347073,OPOLSKIE,kluczborski,73,61.87291884405022
1711,kluczborski,2023,86583634.35640307,46512632.88758039,56298971.43071294,OPOLSKIE,kluczborski,42,50.01247213579142
1712,kluczborski,2024,39012978.237944454,0.0,30093776.767046504,OPOLSKIE,kluczborski,20,33.40004387416626
1713,kluczborski,2025,40949166.33108176,0.0,31523400.532793526,OPOLSKIE,kluczborski,34,38.509913457440405
1714,kluczborski,2026,36502877.0025927,0.0,27322946.7968489,OPOLSKIE,kluczborski,30,38.07487505905536
1715,kluczborski,2027,23204551.337684922,0.0,18254262.44581627,OPOLSKIE,kluczborski,14,36.213595403312866
1716,kluczborski,2028,10300330.878123254,0.0,8853940.94776627,OPOLSKIE,kluczborski,3,9.128826284679022
1717,kluczborski,2029,7848445.770944286,0.0,6978702.947934524,OPOLSKIE,kluczborski,1,4.933889805464458
1718,kobucki,2014,14389936.250002231,8166577.97428011,6942076.872773264,ŚLĄSKIE,kłobucki,1,8.603821669600633
1719,kobucki,2015,22766673.4272939,16425155.081571776,12649514.009231597,ŚLĄSKIE,kłobucki,8,35.3817604653767
1720,kobucki,2016,56349504.392492935,45463239.02055623,31900770.450935,ŚLĄSKIE,kłobucki,37,38.419479955113985
1721,kobucki,2017,108741345.00971182,87476379.85884802,63995740.61919314,ŚLĄSKIE,kłobucki,74,47.60398783928426
1722,kobucki,2018,134602896.98405355,108569584.65898721,80564863.3035774,ŚLĄSKIE,kłobucki,100,52.52414728389678
1723,kobucki,2019,97740139.0166983,79829814.53695902,61213558.598673984,ŚLĄSKIE,kłobucki,85,46.31640096165285
1724,kobucki,2020,99775074.92916754,82755356.36762616,65216959.580242336,ŚLĄSKIE,kłobucki,120,48.504003384635524
1725,kobucki,2021,112002077.42489061,95550302.77834776,71597434.06344661,ŚLĄSKIE,kłobucki,126,50.039231512616276
1726,kobucki,2022,90452053.64418241,75291608.1505622,55769844.66889337,ŚLĄSKIE,kłobucki,83,43.608080285300936
1727,kobucki,2023,74099534.1418738,53901871.53148464,47047808.44823821,ŚLĄSKIE,kłobucki,49,35.599952138458
1728,kobucki,2024,120404351.38270405,1731579.780857639,83990795.01361753,ŚLĄSKIE,kłobucki,40,70.0630819981104
1729,kobucki,2025,148361715.5789016,100787.74296875,104829412.83822474,ŚLĄSKIE,kłobucki,64,71.15400715036361
1730,kobucki,2026,130191314.9814873,0.0,91737020.13799727,ŚLĄSKIE,kłobucki,50,73.64221654742398
1731,kobucki,2027,27554988.83554451,0.0,23328968.484600373,ŚLĄSKIE,kłobucki,20,45.55955481488332
1732,kobucki,2028,16826129.100533,0.0,14633004.573738404,ŚLĄSKIE,kłobucki,6,35.802367858337206
1733,kobucki,2029,13321949.166912165,0.0,11740881.675359236,ŚLĄSKIE,kłobucki,2,29.98688369479777
1734,kodzki,2014,102400167.07810001,61449244.34713333,39370193.71441111,DOLNOŚLĄSKIE,kłodzki,9,64.12140989622031
1735,kodzki,2015,135433612.9279505,89130992.20673382,61938654.910210736,DOLNOŚLĄSKIE,kłodzki,27,71.3425996956951
1736,kodzki,2016,196292869.30380505,141180447.49041077,102648500.88075568,DOLNOŚLĄSKIE,kłodzki,163,69.49913231006104
1737,kodzki,2017,259414543.25845197,196828928.6566105,148027980.13726455,DOLNOŚLĄSKIE,kłodzki,301,72.42711533804908
1738,kodzki,2018,276010745.7725541,208538150.6819269,159245906.2260966,DOLNOŚLĄSKIE,kłodzki,336,74.67597478694769
1739,kodzki,2019,256465216.76456034,190914250.89371985,139145939.50048608,DOLNOŚLĄSKIE,kłodzki,169,71.6148292020209
1740,kodzki,2020,248564717.215471,186820211.9635055,139244272.94348174,DOLNOŚLĄSKIE,kłodzki,371,72.84339179880334
1741,kodzki,2021,245166021.52913657,186526005.25140718,133632156.57399249,DOLNOŚLĄSKIE,kłodzki,146,68.93365232232966
1742,kodzki,2022,253432126.07664722,181898142.09080353,142095131.29558867,DOLNOŚLĄSKIE,kłodzki,167,69.61458538540003
1743,kodzki,2023,291940006.5248174,153771516.81518194,157970245.70211098,DOLNOŚLĄSKIE,kłodzki,153,63.71836812859119
1744,kodzki,2024,228915071.93688157,0.0,132339273.88565396,DOLNOŚLĄSKIE,kłodzki,162,59.95963649905256
1745,kodzki,2025,269651609.850093,0.0,157420862.00952786,DOLNOŚLĄSKIE,kłodzki,215,61.559651624531185
1746,kodzki,2026,181610874.49019387,0.0,112039251.40898225,DOLNOŚLĄSKIE,kłodzki,127,61.264225103205995
1747,kodzki,2027,42328987.67453666,0.0,27432289.37455316,DOLNOŚLĄSKIE,kłodzki,22,50.58855434454805
1748,kodzki,2028,9411817.541199936,0.0,7296454.328717461,DOLNOŚLĄSKIE,kłodzki,1,2.3803573463952477
1749,kolbuszowski,2014,15367635.524493055,10782027.093483135,8957395.756983796,PODKARPACKIE,kolbuszowski,7,38.995704688904695
1750,kolbuszowski,2015,20933384.129389852,15538622.04007746,13141668.577246385,PODKARPACKIE,kolbuszowski,12,46.23813958708
1751,kolbuszowski,2016,54635920.389810085,44903445.89687635,37119274.018089406,PODKARPACKIE,kolbuszowski,37,55.48340303825246
1752,kolbuszowski,2017,103456934.94263609,87752894.63478567,71514500.87285042,PODKARPACKIE,kolbuszowski,92,64.53467823344145
1753,kolbuszowski,2018,132510619.09639937,112680303.18583667,90130880.53418781,PODKARPACKIE,kolbuszowski,139,63.74439779785463
1754,kolbuszowski,2019,110114550.77306016,94756938.2720216,75423109.05991356,PODKARPACKIE,kolbuszowski,119,67.26952343379965
1755,kolbuszowski,2020,119486670.84836878,103079635.21714039,81494118.63192718,PODKARPACKIE,kolbuszowski,87,66.35696548735672
1756,kolbuszowski,2021,92374625.3488191,76992356.15155236,60046070.66976078,PODKARPACKIE,kolbuszowski,69,62.40304794775586
1757,kolbuszowski,2022,80275988.65937793,65836756.11771989,51579862.42942889,PODKARPACKIE,kolbuszowski,62,59.907045454134305
1758,kolbuszowski,2023,59207423.63489267,29605561.74921763,41763735.135132976,PODKARPACKIE,kolbuszowski,41,45.47818668903304
1759,kolbuszowski,2024,56429017.017325886,226308.47643849207,42864534.34902665,PODKARPACKIE,kolbuszowski,38,45.3727322498858
1760,kolbuszowski,2025,78610555.39565282,223972.76215277778,55308194.796706945,PODKARPACKIE,kolbuszowski,49,48.730895228344394
1761,kolbuszowski,2026,66565503.12832052,0.0,45957631.20534444,PODKARPACKIE,kolbuszowski,36,45.85404717785526
1762,kolbuszowski,2027,22954440.310123302,0.0,19281802.17040376,PODKARPACKIE,kolbuszowski,9,16.289380148146957
1763,kolbuszowski,2028,17910169.326674182,0.0,15857403.097591147,PODKARPACKIE,kolbuszowski,1,4.184121659948571
1764,kolbuszowski,2029,16848669.707368627,0.0,15112303.07183189,PODKARPACKIE,kolbuszowski,1,4.390416434596022
1765,kolnenski,2014,20208324.95134961,3188108.2193921567,10907584.54348366,PODLASKIE,kolneński,1,63.87360530853938
1766,kolnenski,2015,24566055.11023059,7443331.821273142,14323330.192828394,PODLASKIE,kolneński,6,67.19702178855576
1767,kolnenski,2016,30646131.284260515,13476583.715989338,19466326.840024505,PODLASKIE,kolneński,19,61.01866510296618
1768,kolnenski,2017,49860390.16150321,29056175.377642848,30669290.451688293,PODLASKIE,kolneński,46,65.04207884111993
1769,kolnenski,2018,70711230.61351098,45411412.71672301,43017801.583163194,PODLASKIE,kolneński,77,68.12420619020843
1770,kolnenski,2019,81424937.14774074,54671445.24321256,49498478.42743624,PODLASKIE,kolneński,91,68.60715115807153
1771,kolnenski,2020,73663735.26600261,50531823.48992052,47214916.88156493,PODLASKIE,kolneński,97,67.44007366483196
1772,kolnenski,2021,64755150.56604798,43273731.6646027,42761337.87881215,PODLASKIE,kolneński,87,68.30763128288288
1773,kolnenski,2022,58622933.63149297,38011896.04429699,38876924.01636164,PODLASKIE,kolneński,59,68.48271611936451
1774,kolnenski,2023,58078499.568434805,21700010.9892255,40868382.89668913,PODLASKIE,kolneński,40,54.807555504421835
1775,kolnenski,2024,54700591.14079509,239620.73975840336,37722353.24127398,PODLASKIE,kolneński,17,58.71879230470122
1776,kolnenski,2025,70977921.69963233,237147.63051470587,47041628.55496971,PODLASKIE,kolneński,28,59.45568125426828
1777,kolnenski,2026,37607750.323289216,0.0,26662074.684834912,PODLASKIE,kolneński,18,51.85484024162451
1778,kolnenski,2027,28822876.7244176,0.0,19061581.017743237,PODLASKIE,kolneński,9,40.8293191190524
1779,kolnenski,2028,18978049.23208998,0.0,11565974.897985702,PODLASKIE,kolneński,3,20.51579236436195
1780,kolski,2014,2393975.527706758,1190677.8503421452,1041301.2813007119,WIELKOPOLSKIE,kolski,2,52.87315462040549
1781,kolski,2015,10093208.921060516,8057747.999247374,5151067.43845349,WIELKOPOLSKIE,kolski,6,58.33051344315709
1782,kolski,2016,41474287.6938081,34905563.9993577,26012549.23907969,WIELKOPOLSKIE,kolski,68,56.09493762727699
1783,kolski,2017,51645628.78066754,42538408.70581558,32421345.55307649,WIELKOPOLSKIE,kolski,96,59.087910184751465
1784,kolski,2018,58153881.68478376,48572361.41934054,38367777.57600064,WIELKOPOLSKIE,kolski,123,59.892726937239836
1785,kolski,2019,66974255.27267578,55036771.0766664,41088368.47507489,WIELKOPOLSKIE,kolski,122,55.66233769164544
1786,kolski,2020,63786641.63614759,52421518.557503395,39773685.14487609,WIELKOPOLSKIE,kolski,97,48.57263972935428
1787,kolski,2021,58463997.94966289,47395151.15550837,35358226.33119238,WIELKOPOLSKIE,kolski,83,49.98790492983577
1788,kolski,2022,56156824.790733874,46005457.83493931,34548574.855538994,WIELKOPOLSKIE,kolski,74,56.88973004904987
1789,kolski,2023,101021537.7802546,41428969.060190566,62990665.70679921,WIELKOPOLSKIE,kolski,59,56.82536116120366
1790,kolski,2024,98665306.98223653,10842402.686358543,59715518.50072381,WIELKOPOLSKIE,kolski,36,57.550019016943274
1791,kolski,2025,138865283.5287621,309599.35520833335,92265761.14118433,WIELKOPOLSKIE,kolski,75,63.08762563462627
1792,kolski,2026,123077391.3956337,0.0,83135801.68633477,WIELKOPOLSKIE,kolski,67,63.18593006418395
1793,kolski,2027,64402717.57498759,0.0,43100014.85701894,WIELKOPOLSKIE,kolski,33,58.47334152519424
1794,kolski,2028,29693212.243832625,0.0,21755608.911164746,WIELKOPOLSKIE,kolski,17,47.40352030073592
1795,kolski,2029,19631466.30923506,0.0,14680523.327130131,WIELKOPOLSKIE,kolski,10,38.40590637856365
1796,konecki,2014,5310528.365982143,4015345.537946428,3416171.5570714283,ŚWIĘTOKRZYSKIE,konecki,2,47.07400806534289
1797,konecki,2015,14500555.63896098,12117879.911443783,10161886.845349206,ŚWIĘTOKRZYSKIE,konecki,9,69.48761058174617
1798,konecki,2016,36657089.8516414,33034173.546570633,25932391.834261414,ŚWIĘTOKRZYSKIE,konecki,53,63.03134994374464
1799,konecki,2017,91495723.11430365,79293913.96085533,60953363.36318134,ŚWIĘTOKRZYSKIE,konecki,110,60.53450474862712
1800,konecki,2018,124252980.6611248,104492135.53589757,78172975.95095326,ŚWIĘTOKRZYSKIE,konecki,152,62.20255135449341
1801,konecki,2019,125368952.72225699,104160316.58152977,77498254.02278365,ŚWIĘTOKRZYSKIE,konecki,156,62.50903329769901
1802,konecki,2020,115226516.12611581,98406785.3757993,75264715.27748176,ŚWIĘTOKRZYSKIE,konecki,198,62.83178181377502
1803,konecki,2021,99038900.45350887,87456074.45600188,68697144.83560164,ŚWIĘTOKRZYSKIE,konecki,104,61.05044412934504
1804,konecki,2022,84255476.6567424,73937388.21738335,58012678.540677264,ŚWIĘTOKRZYSKIE,konecki,68,57.52402822729897
1805,konecki,2023,103478917.29564904,61629480.44524466,67890684.46522708,ŚWIĘTOKRZYSKIE,konecki,56,48.52471586183559
1806,konecki,2024,129994638.75243439,0.0,92516881.4734214,ŚWIĘTOKRZYSKIE,konecki,55,61.82950159932497
1807,konecki,2025,140366758.49278033,0.0,103345926.80725916,ŚWIĘTOKRZYSKIE,konecki,74,63.301543438094264
1808,konecki,2026,116619610.15094699,0.0,88002196.79607105,ŚWIĘTOKRZYSKIE,konecki,55,60.37228149934787
1809,konecki,2027,54190088.05673069,0.0,43089509.26797089,ŚWIĘTOKRZYSKIE,konecki,29,45.90789959331571
1810,konecki,2028,25712617.90397806,0.0,21203497.362367023,ŚWIĘTOKRZYSKIE,konecki,6,13.040997416679282
1811,konecki,2029,16180246.918259013,0.0,12347517.86613131,ŚWIĘTOKRZYSKIE,konecki,3,7.620075153966889
1812,konin,2014,7916883.972373424,6897193.034453257,5891839.18707849,WIELKOPOLSKIE,Konin,2,79.32202335185823
1813,konin,2015,17952090.19072718,15754234.965025153,13040401.668397933,WIELKOPOLSKIE,Konin,6,77.85404408329074
1814,konin,2016,46784007.974970795,42534918.19321485,34915934.05720072,WIELKOPOLSKIE,Konin,58,65.4151430302966
1815,konin,2017,95366036.64313468,80590552.18994421,60085059.27670269,WIELKOPOLSKIE,Konin,81,66.28043744936699
1816,konin,2018,139141814.30063653,121033883.21852148,82496538.65227473,WIELKOPOLSKIE,Konin,102,63.190243860179955
1817,konin,2019,125671018.30711979,110217422.88827187,73519209.89784686,WIELKOPOLSKIE,Konin,106,59.66171008486392
1818,konin,2020,145623982.12001175,122872122.78969571,80638411.10743275,WIELKOPOLSKIE,Konin,120,56.582146845943896
1819,konin,2021,112042117.48492402,87230874.00539252,60456863.001748584,WIELKOPOLSKIE,Konin,81,56.86288959967098
1820,konin,2022,97694059.02266961,72456403.31466472,51563006.82907139,WIELKOPOLSKIE,Konin,55,57.004409412651746
1821,konin,2023,123070285.12202282,51940029.73096033,70847569.30482492,WIELKOPOLSKIE,Konin,50,57.03598284299907
1822,konin,2024,139710700.2940335,16248982.013025211,77095172.88394497,WIELKOPOLSKIE,Konin,64,58.892782005648975
1823,konin,2025,134828896.98408476,8247566.021875001,77795957.91857937,WIELKOPOLSKIE,Konin,87,58.80977962482694
1824,konin,2026,107358260.43461895,0.0,65815496.241572864,WIELKOPOLSKIE,Konin,61,59.43718395176859
1825,konin,2027,70571303.52602601,0.0,42773817.43937559,WIELKOPOLSKIE,Konin,36,55.64763385238959
1826,konin,2028,25117768.23130478,0.0,14779858.409825528,WIELKOPOLSKIE,Konin,14,29.007400163276582
1827,konin,2029,9228916.715292074,0.0,7367833.845020063,WIELKOPOLSKIE,Konin,4,6.71271373359579
1828,koninski,2014,1412572.8718734244,579094.3352032562,521455.29366182303,WIELKOPOLSKIE,koniński,1,20.845458575135222
1829,koninski,2015,8163116.662716571,6635674.752034381,5274377.088392004,WIELKOPOLSKIE,koniński,9,67.90712212462252
1830,koninski,2016,55152232.63712216,45955452.53780271,33667464.73127506,WIELKOPOLSKIE,koniński,84,59.22430712159735
1831,koninski,2017,88697415.4429816,69327472.2957606,51054092.6388689,WIELKOPOLSKIE,koniński,124,63.23162424905383
1832,koninski,2018,100265999.93704507,79801517.75339948,62520020.71358055,WIELKOPOLSKIE,koniński,162,66.66248712966363
1833,koninski,2019,93012822.20417976,76453211.03663467,58912294.21809024,WIELKOPOLSKIE,koniński,166,63.20345006099975
1834,koninski,2020,91617386.39782883,75256049.17514893,59343352.545016065,WIELKOPOLSKIE,koniński,153,59.95301352691829
1835,koninski,2021,82756503.4051919,62312150.84109692,53029119.13245332,WIELKOPOLSKIE,koniński,128,62.392107417037664
1836,koninski,2022,61646096.61618691,49460405.68420186,44361107.06620097,WIELKOPOLSKIE,koniński,110,67.10095819984524
1837,koninski,2023,107735996.43838593,29235428.03907007,73808357.0381716,WIELKOPOLSKIE,koniński,97,59.80394046444757
1838,koninski,2024,210814488.46353152,1706079.9755252101,132525418.02849685,WIELKOPOLSKIE,koniński,110,63.67520845925424
1839,koninski,2025,277690789.90006924,1498889.144375,178001997.34721947,WIELKOPOLSKIE,koniński,148,64.89447270070231
1840,koninski,2026,192345538.62081593,0.0,128903489.10384473,WIELKOPOLSKIE,koniński,104,64.83003735172272
1841,koninski,2027,70379033.76097278,0.0,48793519.613094784,WIELKOPOLSKIE,koniński,41,60.00069784007339
1842,koninski,2028,31845938.974421427,0.0,23285583.70158217,WIELKOPOLSKIE,koniński,16,48.96746351369941
1843,koninski,2029,22890177.703661278,0.0,16984687.382430322,WIELKOPOLSKIE,koniński,10,42.80064497535447
1844,koobrzeski,2014,89263234.00672685,45931833.644869484,39155359.849604964,ZACHODNIOPOMORSKIE,kołobrzeski,5,72.1457537605296
1845,koobrzeski,2015,94643822.09226555,50106739.09110967,42405751.00601427,ZACHODNIOPOMORSKIE,kołobrzeski,11,70.43314150994205
1846,koobrzeski,2016,132119777.02708627,85020258.64931929,70040809.7666641,ZACHODNIOPOMORSKIE,kołobrzeski,29,48.91813640481951
1847,koobrzeski,2017,174524495.79487628,118726149.11730438,94714456.41992623,ZACHODNIOPOMORSKIE,kołobrzeski,67,54.02339480795321
1848,koobrzeski,2018,201585035.90695074,141558548.25737488,114299800.5158048,ZACHODNIOPOMORSKIE,kołobrzeski,91,58.32179286187341
1849,koobrzeski,2019,180489144.4169544,125242816.0536091,101356196.99787116,ZACHODNIOPOMORSKIE,kołobrzeski,80,54.67923354270181
1850,koobrzeski,2020,187088216.52116024,134779149.1831992,110039856.88879135,ZACHODNIOPOMORSKIE,kołobrzeski,101,54.92732718800244
1851,koobrzeski,2021,145848870.9006723,95195135.23246059,86531654.24944606,ZACHODNIOPOMORSKIE,kołobrzeski,76,50.93277501701014
1852,koobrzeski,2022,146017907.99023023,93727584.09648004,86710135.90856808,ZACHODNIOPOMORSKIE,kołobrzeski,70,52.94962465490532
1853,koobrzeski,2023,145512036.43224692,70649728.7482324,87964035.61211768,ZACHODNIOPOMORSKIE,kołobrzeski,106,42.721531442430255
1854,koobrzeski,2024,74140492.01915719,319427.7404365079,54480145.563562416,ZACHODNIOPOMORSKIE,kołobrzeski,109,54.541431931889655
1855,koobrzeski,2025,92165569.31480776,0.0,67671222.78670196,ZACHODNIOPOMORSKIE,kołobrzeski,115,59.13031613997206
1856,koobrzeski,2026,71461175.70778117,0.0,53964137.92866612,ZACHODNIOPOMORSKIE,kołobrzeski,45,55.989423005093215
1857,koobrzeski,2027,20206953.97274598,0.0,17260592.652242664,ZACHODNIOPOMORSKIE,kołobrzeski,17,29.69254875227545
1858,koobrzeski,2028,15322269.50185806,0.0,13182207.078783404,ZACHODNIOPOMORSKIE,kołobrzeski,8,17.016906595094998
1859,koobrzeski,2029,11825935.148660133,0.0,10338440.577757157,ZACHODNIOPOMORSKIE,kołobrzeski,3,7.70402639603671
1860,koscianski,2014,18698812.757831756,13266901.742692841,8613777.955588905,WIELKOPOLSKIE,kościański,3,63.30039229218543
1861,koscianski,2015,53835658.19241567,38521251.78600283,30029562.55754327,WIELKOPOLSKIE,kościański,11,77.2482876088616
1862,koscianski,2016,100063488.40162249,79985735.73415571,54903919.93343087,WIELKOPOLSKIE,kościański,50,62.674069305523254
1863,koscianski,2017,153695461.60015553,122359478.9755491,81897813.80416492,WIELKOPOLSKIE,kościański,79,63.80516827778201
1864,koscianski,2018,141887694.15780985,111723119.6664455,80844985.58743516,WIELKOPOLSKIE,kościański,91,65.75208876459433
1865,koscianski,2019,136627220.83029604,105425311.82319885,77679332.23731406,WIELKOPOLSKIE,kościański,87,65.51080289153583
1866,koscianski,2020,127508629.02006227,94289090.95089847,70088618.71244246,WIELKOPOLSKIE,kościański,79,60.46583532246193
1867,koscianski,2021,117222659.92607835,87426309.38273756,64679175.045148216,WIELKOPOLSKIE,kościański,67,62.414570006053445
1868,koscianski,2022,45871392.59818491,36239276.8042611,28660530.610093072,WIELKOPOLSKIE,kościański,53,55.0566481305738
1869,koscianski,2023,71737886.75933826,43176604.135034084,47596373.22150519,WIELKOPOLSKIE,kościański,44,57.01518459099725
1870,koscianski,2024,56382055.48934749,4782028.85802521,36841887.25313422,WIELKOPOLSKIE,kościański,29,54.703437438484606
1871,koscianski,2025,61394340.79010731,599924.3552083333,41288957.23906699,WIELKOPOLSKIE,kościański,36,53.890965376906074
1872,koscianski,2026,42163009.74881408,0.0,29070023.042060215,WIELKOPOLSKIE,kościański,26,48.78852407946943
1873,koscianski,2027,20022733.22385979,0.0,14141373.189443752,WIELKOPOLSKIE,kościański,20,31.30191012513067
