,powiat_std,year,total_project_value,total_eligible_expenditure,cofinancing_value,wojewodztwo,powiat,number_of_projects,eu_cofinancing_rate
0,aleksandrowski,2015,4911590.909761905,4861796.920714285,4254338.590714286,KUJAWSKO-POMORSKIE,aleksandrowski,4,87.74920691502365
1,aleksandrowski,2016,11750165.975289337,11340216.714430124,9289036.249792444,KUJAWSKO-POMORSKIE,aleksandrowski,20,83.37522327031087
2,aleksandrowski,2017,27489076.311299343,24403338.06340252,19433420.442321427,KUJAWSKO-POMORSKIE,aleksandrowski,45,81.6679859166403
3,aleksandrowski,2018,41353400.2038304,36248780.179717995,28661810.26988028,KUJAWSKO-POMORSKIE,aleksandrowski,80,81.33434529788659
4,aleksandrowski,2019,58567362.81154555,52635305.81452735,41733041.033923805,KUJAWSKO-POMORSKIE,aleksandrowski,97,81.10844201148889
5,aleksandrowski,2020,67396084.05327277,55369585.84508066,45113689.90045383,KUJAWSKO-POMORSKIE,aleksandrowski,114,81.51284761334946
6,aleksandrowski,2021,77842688.19557488,64849452.923650876,52030775.660229616,KUJAWSKO-POMORSKIE,aleksandrowski,97,80.45937525894567
7,aleksandrowski,2022,63405168.5938588,51152742.14319257,42527590.81787873,KUJAWSKO-POMORSKIE,aleksandrowski,66,82.13427392852542
8,aleksandrowski,2023,66774426.47191372,50017755.33063154,44727845.33141327,KUJAWSKO-POMORSKIE,aleksandrowski,52,81.31998359553332
9,aleksandrowski,2024,16435280.91536435,0.0,13091983.258061754,KUJAWSKO-POMORSKIE,aleksandrowski,25,82.76936670487963
10,aleksandrowski,2025,28976815.45853722,0.0,22434409.324746523,KUJAWSKO-POMORSKIE,aleksandrowski,34,81.51723564595768
11,aleksandrowski,2026,20518570.1213904,0.0,16003757.0870743,KUJAWSKO-POMORSKIE,aleksandrowski,26,83.24967319044667
12,aleksandrowski,2027,14184042.29663363,0.0,10992484.848861787,KUJAWSKO-POMORSKIE,aleksandrowski,13,84.37385856489263
13,aleksandrowski,2028,2452027.04201,0.0,2229703.641905,KUJAWSKO-POMORSKIE,aleksandrowski,5,91.198430170251
14,aleksandrowski,2029,1454806.59,0.0,1382066.2584,KUJAWSKO-POMORSKIE,aleksandrowski,3,94.99999985565091
15,ancucki,2014,16154761.336034723,11428149.324069446,8404462.030046295,PODKARPACKIE,łańcucki,4,29.188713454828502
16,ancucki,2015,48846500.32771991,33811699.28286883,26059675.684425928,PODKARPACKIE,łańcucki,15,60.76558927650967
17,ancucki,2016,82385845.86477704,61105478.244721286,45779907.59744157,PODKARPACKIE,łańcucki,44,55.50627813278019
18,ancucki,2017,150605952.8584832,118187388.9514175,90118853.29740158,PODKARPACKIE,łańcucki,90,64.46299339676769
19,ancucki,2018,160595200.76148745,127367581.11354281,99540650.93251152,PODKARPACKIE,łańcucki,119,64.0597022349704
20,ancucki,2019,123312428.1095441,97634651.60895693,77189904.57869919,PODKARPACKIE,łańcucki,107,67.43051116031936
21,ancucki,2020,104773128.50208516,90162707.95484354,71305152.16036765,PODKARPACKIE,łańcucki,116,64.77566020106477
22,ancucki,2021,105438670.16329008,75761998.25537318,64798033.462548316,PODKARPACKIE,łańcucki,85,63.91768935275905
23,ancucki,2022,96181988.1171763,67989151.43018058,59331678.70333846,PODKARPACKIE,łańcucki,77,62.979916820379465
24,ancucki,2023,111417714.95025073,51145200.04292993,71568490.26882978,PODKARPACKIE,łańcucki,60,58.407233836310354
25,ancucki,2024,73964793.39000183,226308.47643849207,51368770.53031875,PODKARPACKIE,łańcucki,37,52.0983522516261
26,ancucki,2025,86414747.5131638,223972.76215277778,59994381.5765516,PODKARPACKIE,łańcucki,56,54.29498810365217
27,ancucki,2026,73242030.70954818,0.0,47119999.73040576,PODKARPACKIE,łańcucki,35,49.431568755604
28,ancucki,2027,62570542.105288625,0.0,38977223.49746899,PODKARPACKIE,łańcucki,18,47.50051936968064
29,ancucki,2028,17743359.831157513,0.0,15679469.238491148,PODKARPACKIE,łańcucki,2,3.163586773745873
30,ancucki,2029,16681860.21185196,0.0,14934369.21273189,PODKARPACKIE,łańcucki,2,3.321423275109462
31,aski,2014,10028524.35257143,6157273.1928571435,5233682.210857144,ŁÓDZKIE,łaski,2,84.99999995011711
32,aski,2015,14391172.295616373,10154911.023402087,8626788.601073436,ŁÓDZKIE,łaski,7,85.33067683492101
33,aski,2016,19577786.9741382,14848578.731031055,12590602.243208356,ŁÓDZKIE,łaski,20,85.09017478563742
34,aski,2017,30747099.51978812,23475771.715606146,17913998.655426044,ŁÓDZKIE,łaski,43,79.22687193328778
35,aski,2018,42036282.34809071,32251628.40498016,23088995.528425377,ŁÓDZKIE,łaski,66,76.89539834071975
36,aski,2019,50310970.08051137,40046560.44504368,30220978.246124547,ŁÓDZKIE,łaski,84,79.33897930131451
37,aski,2020,51967868.562931776,43363059.92888076,34716047.984132305,ŁÓDZKIE,łaski,115,81.51943396613352
38,aski,2021,34973627.34340844,31007014.58340504,23948912.198582236,ŁÓDZKIE,łaski,99,78.9877892135344
39,aski,2022,27797810.063198306,25423865.951790143,19563994.835546702,ŁÓDZKIE,łaski,61,78.58407625182866
40,aski,2023,36004042.37031554,18923302.814053,26076700.6211431,ŁÓDZKIE,łaski,49,79.51616279875017
41,aski,2024,35798844.0479289,0.0,23522792.421349503,ŁÓDZKIE,łaski,27,77.91378893944908
42,aski,2025,48752424.968852066,0.0,32437349.90751983,ŁÓDZKIE,łaski,44,78.3723592224576
43,aski,2026,43476935.25385207,0.0,30464228.31251983,ŁÓDZKIE,łaski,39,80.59349126594246
44,aski,2027,11286587.260513885,0.0,9389887.810621753,ŁÓDZKIE,łaski,11,84.33403711903104
45,aski,2028,550605.3512231708,0.0,293875.1483036585,ŁÓDZKIE,łaski,1,65.4082115686812
46,augustowski,2014,5538322.733686275,3429319.3383921566,2916063.9924836606,PODLASKIE,augustowski,2,5.976378785640677
47,augustowski,2015,9285130.826112203,7153495.585818086,5949962.630794685,PODLASKIE,augustowski,8,43.16875300116601
48,augustowski,2016,20810651.734523077,18129728.873248566,14951405.951931272,PODLASKIE,augustowski,27,53.306183978242544
49,augustowski,2017,42320691.217445716,36390165.15922877,27147314.337197192,PODLASKIE,augustowski,64,58.4492934567616
50,augustowski,2018,55472229.15604746,46971451.55823625,33552797.372251093,PODLASKIE,augustowski,108,57.73765127230362
51,augustowski,2019,61797422.475019276,52376505.5519123,38085329.56062731,PODLASKIE,augustowski,119,61.44113830784737
52,augustowski,2020,72613633.55068661,62223199.205275714,46447644.57772622,PODLASKIE,augustowski,127,64.20320639168324
53,augustowski,2021,60361787.55657934,51205405.263982065,38754893.2665926,PODLASKIE,augustowski,128,63.745951580036284
54,augustowski,2022,49202888.27517988,41238172.08865413,30781919.391147643,PODLASKIE,augustowski,75,60.07274513611891
55,augustowski,2023,44170125.766652256,24094977.76761042,30960003.89263069,PODLASKIE,augustowski,52,44.03029318356411
56,augustowski,2024,43816376.152681455,239620.73975840336,34575622.797246255,PODLASKIE,augustowski,22,57.84242904878923
57,augustowski,2025,52725766.31291908,237147.63051470587,41670557.6557544,PODLASKIE,augustowski,40,58.855417077869255
58,augustowski,2026,36329761.84887597,0.0,29291570.9347046,PODLASKIE,augustowski,30,56.93311549013214
59,augustowski,2027,30509640.336457133,0.0,24364836.04551015,PODLASKIE,augustowski,17,53.067805045376474
60,augustowski,2028,11589677.534059063,0.0,9876520.657248069,PODLASKIE,augustowski,5,18.79869757286615
61,augustowski,2029,10161747.447313964,0.0,8768296.367669836,PODLASKIE,augustowski,3,15.020194742327451
62,bartoszycki,2014,1013326.3833333334,911491.3883333334,769505.1766666666,WARMIŃSKO-MAZURSKIE,bartoszycki,2,84.47689220505859
63,bartoszycki,2015,18855987.309433833,17540016.47921161,14870246.65285518,WARMIŃSKO-MAZURSKIE,bartoszycki,9,84.8539974927944
64,bartoszycki,2016,36252874.54214316,32993793.324559826,27116419.61607046,WARMIŃSKO-MAZURSKIE,bartoszycki,61,82.84304165301987
65,bartoszycki,2017,59227277.97444475,49787684.249885224,40608837.85235974,WARMIŃSKO-MAZURSKIE,bartoszycki,140,82.17460373153239
66,bartoszycki,2018,70158664.16721845,58216369.127472416,47547022.34496328,WARMIŃSKO-MAZURSKIE,bartoszycki,189,81.63134653925587
67,bartoszycki,2019,68624939.66639344,59070713.76115474,49206271.57167633,WARMIŃSKO-MAZURSKIE,bartoszycki,225,82.90342542991573
68,bartoszycki,2020,75825243.24841544,65135699.20062118,53740300.52203968,WARMIŃSKO-MAZURSKIE,bartoszycki,227,82.35641788832325
69,bartoszycki,2021,78809489.29971065,72186907.08301222,59745141.858373165,WARMIŃSKO-MAZURSKIE,bartoszycki,173,82.54627785366426
70,bartoszycki,2022,62089136.30047818,58013448.600636914,48175576.802041166,WARMIŃSKO-MAZURSKIE,bartoszycki,109,82.64739681290833
71,bartoszycki,2023,58863140.841092594,48842554.153298944,45542124.29126931,WARMIŃSKO-MAZURSKIE,bartoszycki,82,83.13233513219544
72,bartoszycki,2024,21726842.093449432,194901.0,17650957.02430672,WARMIŃSKO-MAZURSKIE,bartoszycki,67,84.25433889255248
73,bartoszycki,2025,36550216.04669818,0.0,27561144.05855367,WARMIŃSKO-MAZURSKIE,bartoszycki,93,81.9444871629941
74,bartoszycki,2026,19722345.573427264,0.0,15529859.444720315,WARMIŃSKO-MAZURSKIE,bartoszycki,42,82.89428211033344
75,bartoszycki,2027,8364406.18556899,0.0,6677136.882442189,WARMIŃSKO-MAZURSKIE,bartoszycki,8,83.6330018000688
76,bartoszycki,2028,1164067.6846030813,0.0,989457.5316724931,WARMIŃSKO-MAZURSKIE,bartoszycki,3,84.9999999793718
77,bartoszycki,2029,1164067.6846030813,0.0,989457.5316724931,WARMIŃSKO-MAZURSKIE,bartoszycki,3,84.9999999793718
78,bechatowski,2014,1703755.1885714284,1538955.955,1308112.5595238095,ŁÓDZKIE,bełchatowski,3,84.99999985534411
79,bechatowski,2015,13088050.708571428,12855781.31,11152174.08702381,ŁÓDZKIE,bełchatowski,6,86.85196924574151
80,bechatowski,2016,43965753.7245902,36257957.523038,27449953.682610247,ŁÓDZKIE,bełchatowski,37,79.07465590067919
81,bechatowski,2017,72716921.307798,60316435.977198176,45833721.522967026,ŁÓDZKIE,bełchatowski,72,79.16777633641821
82,bechatowski,2018,104383464.72562988,84170779.33426817,60741259.729147226,ŁÓDZKIE,bełchatowski,119,76.60995613252493
83,bechatowski,2019,88396148.48650435,67668572.84097596,46611326.492064856,ŁÓDZKIE,bełchatowski,130,73.76212675402954
84,bechatowski,2020,97914998.26517002,76911624.23224579,56782958.88038132,ŁÓDZKIE,bełchatowski,200,77.65619986735582
85,bechatowski,2021,100571714.50958227,80320446.69279358,59489303.08061849,ŁÓDZKIE,bełchatowski,174,77.25649898454633
86,bechatowski,2022,87881527.11789721,76177632.08587041,54356249.95124584,ŁÓDZKIE,bełchatowski,87,74.37729214917381
87,bechatowski,2023,112017036.43234546,69214049.66487046,69918992.55586548,ŁÓDZKIE,bełchatowski,74,74.66197572059284
88,bechatowski,2024,101376140.96755618,0.0,66330231.48213814,ŁÓDZKIE,bełchatowski,51,79.83097243077323
89,bechatowski,2025,173338715.67953444,0.0,119999983.77876496,ŁÓDZKIE,bełchatowski,75,80.57176995362917
90,bechatowski,2026,148105813.91786775,0.0,105069972.94376497,ŁÓDZKIE,bełchatowski,61,81.71375808742141
91,bechatowski,2027,59511362.98410396,0.0,46482483.472488254,ŁÓDZKIE,bełchatowski,18,82.76179759524068
92,bechatowski,2028,41555879.24311158,0.0,34237308.78177683,ŁÓDZKIE,bełchatowski,6,84.94550627404276
93,bechatowski,2029,144130.31,0.0,122510.75,ŁÓDZKIE,bełchatowski,1,84.999990633476
94,bedzinski,2014,66453165.70910822,62421049.91028011,50130139.22996557,ŚLĄSKIE,będziński,12,67.3943096923357
95,bedzinski,2015,83258380.58351694,77596928.96391106,62706544.25219176,ŚLĄSKIE,będziński,26,69.78299614534808
96,bedzinski,2016,127230037.04956518,114870159.18632805,89347059.20304991,ŚLĄSKIE,będziński,80,64.6838769377856
97,bedzinski,2017,184749011.1410978,165846262.18260026,129475765.16317976,ŚLĄSKIE,będziński,141,64.50045851128867
98,bedzinski,2018,218027280.8801881,181578996.27675232,143888842.71184918,ŚLĄSKIE,będziński,177,64.21236760913337
99,bedzinski,2019,231850415.98710302,193930643.5763435,158159889.74228078,ŚLĄSKIE,będziński,173,66.96556886546551
100,bedzinski,2020,259694349.90033776,219117002.72869286,174717895.63682932,ŚLĄSKIE,będziński,216,66.82309180398248
101,bedzinski,2021,267032873.59455904,223900233.27769044,180042652.0491434,ŚLĄSKIE,będziński,234,67.44956166467
102,bedzinski,2022,215814618.81666374,158505401.99896133,132758585.40528464,ŚLĄSKIE,będziński,198,64.564074281967
103,bedzinski,2023,209336906.4497866,113002466.98003897,127370376.10026492,ŚLĄSKIE,będziński,152,60.92426405632828
104,bedzinski,2024,203736776.893524,3995710.7264131946,128090190.10989657,ŚLĄSKIE,będziński,118,64.990487606229
105,bedzinski,2025,225285423.71309018,100787.74296875,145397625.1146979,ŚLĄSKIE,będziński,152,66.45211591285961
106,bedzinski,2026,183191078.32946,0.0,124306126.4164545,ŚLĄSKIE,będziński,127,69.78317750162662
107,bedzinski,2027,48067473.171472445,0.0,32701491.06823869,ŚLĄSKIE,będziński,43,50.91608203945288
108,bedzinski,2028,35055257.84221868,0.0,22762749.937875625,ŚLĄSKIE,będziński,8,44.770519524559845
109,bedzinski,2029,30481773.506097853,0.0,19706203.006163124,ŚLĄSKIE,będziński,5,42.28619474993115
110,biaa podlaska,2014,11901295.872690476,8897309.635607142,7518620.685549603,LUBELSKIE,Biała Podlaska,4,45.08277538191791
111,biaa podlaska,2015,17745256.191824675,14722040.48279329,12807563.339337483,LUBELSKIE,Biała Podlaska,8,63.59987779697267
112,biaa podlaska,2016,39254580.18222814,34032099.78751819,28689013.559467975,LUBELSKIE,Biała Podlaska,33,61.80687461061407
113,biaa podlaska,2017,61434245.60974096,51570497.26559151,41410466.28378875,LUBELSKIE,Biała Podlaska,60,56.44066927070265
114,biaa podlaska,2018,87896179.87671532,71821597.68413264,58128294.4885888,LUBELSKIE,Biała Podlaska,75,59.10400160135034
115,biaa podlaska,2019,88060018.58117244,72611820.56428766,58303628.6366248,LUBELSKIE,Biała Podlaska,84,58.81855640591461
116,biaa podlaska,2020,106881248.18616785,90277759.21858487,74024957.32381165,LUBELSKIE,Biała Podlaska,222,67.10957371312608
117,biaa podlaska,2021,157525132.62498397,81249627.87307459,89077467.25982504,LUBELSKIE,Biała Podlaska,79,72.51770798878749
118,biaa podlaska,2022,138801824.88962218,56468355.22418468,75861256.97789983,LUBELSKIE,Biała Podlaska,65,71.6778800413541
119,biaa podlaska,2023,148888833.47456574,40928237.39098903,85535317.89226457,LUBELSKIE,Biała Podlaska,49,63.09733685801047
120,biaa podlaska,2024,123580298.0859743,3013486.0098392856,71558278.72439139,LUBELSKIE,Biała Podlaska,27,61.938485751658035
121,biaa podlaska,2025,129146686.34798262,30484.224124999997,77768080.21258137,LUBELSKIE,Biała Podlaska,35,61.46128460990114
122,biaa podlaska,2026,126502887.53135762,0.0,75531016.59555359,LUBELSKIE,Biała Podlaska,29,62.11532335804712
123,biaa podlaska,2027,41682767.82247202,0.0,33547808.938263066,LUBELSKIE,Biała Podlaska,13,52.51764627042272
124,biaa podlaska,2028,18863454.19349297,0.0,16417405.122313954,LUBELSKIE,Biała Podlaska,3,24.67390956034993
125,biaa podlaska,2029,14388871.665492974,0.0,12822016.137744509,LUBELSKIE,Biała Podlaska,2,10.991340110759749
126,bialski,2014,7714391.405972223,5379869.678095238,4575094.96644246,LUBELSKIE,bialski,4,20.24587187976096
127,bialski,2015,16646548.742722224,11707094.792678572,9939477.727900794,LUBELSKIE,bialski,20,54.578642756532034
128,bialski,2016,81946637.82251628,67341957.18650545,55130271.384943485,LUBELSKIE,bialski,97,69.8291236898731
129,bialski,2017,128986675.88976511,106076986.1653478,84389673.17348501,LUBELSKIE,bialski,174,67.74664157199663
130,bialski,2018,163656169.43214035,133892341.17890093,105727013.33200672,LUBELSKIE,bialski,209,67.25502605697436
131,bialski,2019,150055317.516134,121757320.46224934,96040147.32089654,LUBELSKIE,bialski,219,66.0474640944822
132,bialski,2020,148845459.5537606,121973814.31467772,94513244.42399189,LUBELSKIE,bialski,295,66.55139839602776
133,bialski,2021,208608348.60944593,119463348.89361319,114331110.89006096,LUBELSKIE,bialski,178,71.17667718983061
134,bialski,2022,183572737.09138504,98395580.27721497,97253584.71786809,LUBELSKIE,bialski,145,69.7647625450771
135,bialski,2023,179425174.59948733,59412991.93154314,102598305.02041419,LUBELSKIE,bialski,106,63.93823858192832
136,bialski,2024,179860020.65188423,3331736.0098392856,109196297.03484645,LUBELSKIE,bialski,74,68.46666968559613
137,bialski,2025,188785084.50619698,30484.224124999997,118483484.58685584,LUBELSKIE,bialski,99,68.1144683385539
138,bialski,2026,182434404.01850915,0.0,111316727.43774413,LUBELSKIE,bialski,79,67.85676313387722
139,bialski,2027,80415925.21933988,0.0,55175222.397485,LUBELSKIE,bialski,34,61.244032330147036
140,bialski,2028,21419665.31921362,0.0,18519787.469412114,LUBELSKIE,bialski,11,32.021915809206135
141,bialski,2029,14380975.660872106,0.0,12538539.909598123,LUBELSKIE,bialski,3,8.739555562675509
142,biaobrzeski,2014,17335639.882701106,11109618.227782454,9241041.271703279,MAZOWIECKIE,białobrzeski,1,15.335712440768067
143,biaobrzeski,2015,40440225.95376389,27370461.60694728,22926261.5598545,MAZOWIECKIE,białobrzeski,5,53.612318997567996
144,biaobrzeski,2016,46407551.58468363,32510705.00079304,26660981.42575687,MAZOWIECKIE,białobrzeski,28,53.16503689864408
145,biaobrzeski,2017,54656592.10366967,40453132.036327556,32637177.83630354,MAZOWIECKIE,białobrzeski,63,50.13747298751932
146,biaobrzeski,2018,66061693.95462756,49573891.20897743,38936323.658243865,MAZOWIECKIE,białobrzeski,87,46.34928030438936
147,biaobrzeski,2019,61604388.30666919,46863513.02563811,36857202.199252635,MAZOWIECKIE,białobrzeski,90,48.074407762390635
148,biaobrzeski,2020,106414824.66099775,64768021.61467104,52363634.889709204,MAZOWIECKIE,białobrzeski,64,57.49526470292132
149,biaobrzeski,2021,101918590.00336921,58611333.12943536,49870659.184331834,MAZOWIECKIE,białobrzeski,35,61.326439925611645
150,biaobrzeski,2022,100325752.5176478,54499351.40568535,47786391.54224772,MAZOWIECKIE,białobrzeski,28,62.750570594184644
151,biaobrzeski,2023,106593279.6484774,48732822.386878744,53526211.31857217,MAZOWIECKIE,białobrzeski,25,54.72292026099865
152,biaobrzeski,2024,35873274.60658439,180151.8651190476,23828764.224769644,MAZOWIECKIE,białobrzeski,31,48.4666811944744
153,biaobrzeski,2025,45929148.09251775,95988.32663690476,31826532.845233608,MAZOWIECKIE,białobrzeski,75,56.165708639115095
154,biaobrzeski,2026,37308091.11548914,0.0,26972881.285083465,MAZOWIECKIE,białobrzeski,59,53.62174284635195
155,biaobrzeski,2027,30219975.960350342,0.0,21757144.649616368,MAZOWIECKIE,białobrzeski,21,53.0208688681567
156,biaobrzeski,2028,14011942.463115448,0.0,10844320.58188413,MAZOWIECKIE,białobrzeski,6,28.181440247682755
157,biaobrzeski,2029,10173641.90592529,0.0,8848455.906964276,MAZOWIECKIE,białobrzeski,3,29.30681046263526
158,biaogardzki,2014,20863603.07511574,12509303.680329807,10746209.393692266,ZACHODNIOPOMORSKIE,białogardzki,3,38.16370475603112
159,biaogardzki,2015,25658744.22303814,16141829.287703704,13557806.070903908,ZACHODNIOPOMORSKIE,białogardzki,5,39.576092862573795
160,biaogardzki,2016,59775595.430716015,47673062.8021038,40538733.51785731,ZACHODNIOPOMORSKIE,białogardzki,25,25.362827857221706
161,biaogardzki,2017,70640956.24999663,57279178.644912854,47754757.11209635,ZACHODNIOPOMORSKIE,białogardzki,60,29.691706975195594
162,biaogardzki,2018,85158769.9867973,70235542.11470956,56861374.40304634,ZACHODNIOPOMORSKIE,białogardzki,79,34.35218581116619
163,biaogardzki,2019,80652518.34314455,65936361.2061207,54197114.1282733,ZACHODNIOPOMORSKIE,białogardzki,59,30.924469376648354
164,biaogardzki,2020,90552513.97173074,75391893.78009115,61920008.749134116,ZACHODNIOPOMORSKIE,białogardzki,59,32.55486823058062
165,biaogardzki,2021,85664173.13717532,68060347.38536444,58270547.68528488,ZACHODNIOPOMORSKIE,białogardzki,54,39.5453698147332
166,biaogardzki,2022,89587384.73248588,67915435.32984513,60715978.99503863,ZACHODNIOPOMORSKIE,białogardzki,53,44.726137293816166
167,biaogardzki,2023,97076441.18044701,62674590.64712525,66180088.78064376,ZACHODNIOPOMORSKIE,białogardzki,46,37.54310334029518
168,biaogardzki,2024,50151363.50625521,319427.7404365079,38783599.77848819,ZACHODNIOPOMORSKIE,białogardzki,30,53.94116700674986
169,biaogardzki,2025,69268746.60515791,0.0,52554431.75889057,ZACHODNIOPOMORSKIE,białogardzki,47,58.45537665075394
170,biaogardzki,2026,62146312.080828056,0.0,46997003.97045562,ZACHODNIOPOMORSKIE,białogardzki,37,55.48845245573863
171,biaogardzki,2027,41123440.21671139,0.0,30621183.10533216,ZACHODNIOPOMORSKIE,białogardzki,25,51.69162478106262
172,biaogardzki,2028,16921232.933925502,0.0,14658511.189935954,ZACHODNIOPOMORSKIE,białogardzki,8,24.360325508282344
173,biaogardzki,2029,12863904.388065133,0.0,11227167.44322799,ZACHODNIOPOMORSKIE,białogardzki,4,13.868312410112352
174,biaostocki,2014,98170274.49862279,67683955.56380485,57234645.49753128,PODLASKIE,białostocki,8,80.62882594118342
175,biaostocki,2015,143000471.76996538,108341025.86414744,91137066.05909231,PODLASKIE,białostocki,25,81.68721632577832
176,biaostocki,2016,231684469.88425323,180662141.50232992,139844077.75569117,PODLASKIE,białostocki,91,76.51859023139299
177,biaostocki,2017,454341256.9580599,373178891.04985934,288739835.9807795,PODLASKIE,białostocki,206,77.44437302161505
178,biaostocki,2018,555070312.2940155,456853906.43432325,354467307.92990696,PODLASKIE,białostocki,327,77.65564719164558
179,biaostocki,2019,567120965.1147082,467960291.4961924,360976408.6856655,PODLASKIE,białostocki,353,77.27399434054237
180,biaostocki,2020,423961328.2223041,336784393.5249844,252799325.4875402,PODLASKIE,białostocki,535,74.77564845049197
181,biaostocki,2021,358199707.9681958,304886836.6585519,224973229.32985866,PODLASKIE,białostocki,490,73.28835415846503
182,biaostocki,2022,268722593.7259556,226506845.77601334,165764933.2623235,PODLASKIE,białostocki,247,71.71840164739146
183,biaostocki,2023,261497941.71450427,160087773.9947077,172993728.57115623,PODLASKIE,białostocki,167,69.89076051326143
184,biaostocki,2024,143994905.13330835,239620.73975840336,107160226.71327618,PODLASKIE,białostocki,68,72.58127560435285
185,biaostocki,2025,220357783.86119136,237147.63051470587,158495166.2540557,PODLASKIE,białostocki,123,73.3865690378374
186,biaostocki,2026,181225845.99793023,0.0,134267605.70602876,PODLASKIE,białostocki,71,74.62395075676201
187,biaostocki,2027,112185470.04282528,0.0,83282998.69772044,PODLASKIE,białostocki,46,71.20770186201342
188,biaostocki,2028,80510421.80388705,0.0,59760259.27462628,PODLASKIE,białostocki,22,68.86528914434703
189,biaostocki,2029,20584992.582016267,0.0,16892197.885036394,PODLASKIE,białostocki,8,47.35019508821269
190,biaystok,2014,29822857.34765453,22652468.098447714,19255740.428102706,PODLASKIE,Białystok,15,73.03276674165464
191,biaystok,2015,43736951.34500257,34398845.19996242,28382122.91216643,PODLASKIE,Białystok,22,75.01808055847938
192,biaystok,2016,329493345.84935,288057505.2772878,231340329.25546768,PODLASKIE,Białystok,85,79.24070955783736
193,biaystok,2017,452907646.44485104,391919059.78959095,312218925.01964337,PODLASKIE,Białystok,196,78.52622959503452
194,biaystok,2018,628191486.9451454,544063432.626977,426783786.7156867,PODLASKIE,Białystok,303,78.22065066708785
195,biaystok,2019,655050154.5867429,571912941.0982509,446174052.1454491,PODLASKIE,Białystok,392,78.1165415470167
196,biaystok,2020,630927250.9789166,559357386.1497874,441295843.00065446,PODLASKIE,Białystok,1075,79.20318465206627
197,biaystok,2021,696087272.9275147,615696424.9789778,479257735.3060285,PODLASKIE,Białystok,962,78.06904081483566
198,biaystok,2022,642680499.3767745,565990041.5599394,436007746.15296555,PODLASKIE,Białystok,476,77.19917125866479
199,biaystok,2023,654269223.3916444,463948806.8094433,452218143.0327636,PODLASKIE,Białystok,342,76.57197468506332
200,biaystok,2024,345807776.6947581,16394175.066389356,246532912.24189833,PODLASKIE,Białystok,92,75.6885935668121
201,biaystok,2025,456920834.29753476,10073116.855359944,330970345.1249586,PODLASKIE,Białystok,167,76.83994577207922
202,biaystok,2026,331097485.487549,0.0,235837563.27757698,PODLASKIE,Białystok,115,75.28961252823431
203,biaystok,2027,247453910.40742746,0.0,178723862.39761865,PODLASKIE,Białystok,62,75.75959383550546
204,biaystok,2028,74178291.35466196,0.0,61128340.68058511,PODLASKIE,Białystok,21,74.44143988748353
205,biaystok,2029,19531491.296080798,0.0,15945768.540822174,PODLASKIE,Białystok,7,45.0809763101113
206,bielski,2014,67754166.36169033,36258895.852485664,30766587.460566122,ŚLĄSKIE,bielski,11,67.63666615641402
207,bielski,2015,83788711.36324717,51123828.19370918,42350363.602359794,ŚLĄSKIE,bielski,27,70.33587838916186
208,bielski,2016,200317484.4049931,145605242.61483708,111035925.9241529,ŚLĄSKIE,bielski,90,69.4044626443823
209,bielski,2017,301184198.44166017,227675305.5071604,164085963.13480985,ŚLĄSKIE,bielski,178,66.04631952767504
210,bielski,2018,388422609.2817987,300446756.95651305,221621710.30078015,ŚLĄSKIE,bielski,246,69.41175831864385
211,bielski,2019,374382644.8214509,288289779.09205896,219687869.69867653,ŚLĄSKIE,bielski,254,70.81990513205515
212,bielski,2020,360097171.36752,283838290.47712284,205297925.13917318,PODLASKIE,bielski,346,74.80193728294448
213,bielski,2021,424845590.60794574,296695673.5810986,248835477.4296947,PODLASKIE,bielski,339,74.82292035849595
214,bielski,2022,398255822.1705915,273046667.8620728,234174715.02928388,ŚLĄSKIE,bielski,241,69.56983111463303
215,bielski,2023,350918834.8951928,200873471.51796657,205307488.525265,ŚLĄSKIE,bielski,210,67.84193134874499
216,bielski,2024,338303296.34342414,68425459.0291354,199106602.8508712,ŚLĄSKIE,bielski,193,67.36127055775813
217,bielski,2025,318757837.35572326,100787.74296875,198984619.44768935,ŚLĄSKIE,bielski,267,68.83274020700297
218,bielski,2026,144975505.30038396,0.0,106410414.94105308,ŚLĄSKIE,bielski,236,71.69894134584476
219,bielski,2027,72175955.3288095,0.0,51509406.4559346,ŚLĄSKIE,bielski,143,62.07162631194175
220,bielski,2028,29545503.686847277,0.0,22660583.14531657,ŚLĄSKIE,bielski,50,49.5301893228783
221,bielski,2029,24917771.935051657,0.0,18854274.99931091,ŚLĄSKIE,bielski,37,46.43642696088409
222,bielskobiaa,2014,106652759.67502366,73956025.9586206,62823051.31894707,ŚLĄSKIE,Bielsko-Biała,9,76.50403594311899
223,bielskobiaa,2015,119485941.5939046,84268742.89177534,70525789.49966732,ŚLĄSKIE,Bielsko-Biała,19,76.1661372196435
224,bielskobiaa,2016,176557219.2621706,132572933.76674345,97960752.34491448,ŚLĄSKIE,Bielsko-Biała,62,67.02963203027505
225,bielskobiaa,2017,232075108.3877785,178925143.01766235,127108024.00900728,ŚLĄSKIE,Bielsko-Biała,114,62.53491691474228
226,bielskobiaa,2018,258005835.29756382,203452807.0685976,148573297.79183477,ŚLĄSKIE,Bielsko-Biała,145,65.0803193814222
227,bielskobiaa,2019,288320669.8114297,225254771.4615517,164373048.71414912,ŚLĄSKIE,Bielsko-Biała,168,66.4775431839407
