teryt_7,powiat_4,woj_2,year,population_total,weight
0608022,0608,06,2000,4480.0,0.03602154860496904
0608022,0608,06,2001,4459.0,0.03579226200032108
0608022,0608,06,2002,4448.0,0.03579879275653924
0608022,0608,06,2003,4415.0,0.03549805826023333
0608022,0608,06,2004,4396.0,0.03545104111224012
0608022,0608,06,2005,4347.0,0.03509635957015639
0608022,0608,06,2006,4283.0,0.03465995532968634
0608022,0608,06,2007,4249.0,0.03440541547231534
0608022,0608,06,2008,4256.0,0.03454938061143312
0608022,0608,06,2009,4253.0,0.03453708290361612
0608022,0608,06,2010,4264.0,0.03433061737142121
0608022,0608,06,2011,4225.0,0.034024836117061544
0608022,0608,06,2012,4179.0,0.033707049524116794
0608022,0608,06,2013,4192.0,0.03387036827561689
0608022,0608,06,2014,4182.0,0.0338741424139579
0608022,0608,06,2015,4147.0,0.033676295039100884
0608022,0608,06,2016,4124.0,0.03352000715266884
0608022,0608,06,2017,4071.0,0.033150116037620615
0608022,0608,06,2018,4066.0,0.033186418543911196
0608022,0608,06,2019,4039.0,0.03310872844120926
0608022,0608,06,2020,3919.0,0.03306670716684385
0608022,0608,06,2021,3872.0,0.03295235015276206
0608022,0608,06,2022,3855.0,0.03303540058101172
0608022,0608,06,2023,3828.0,0.033043868584154826
0608022,0608,06,2024,3795.0,0.03297705943691345
0620012,0620,06,2000,11114.0,0.06004354426550117
0620012,0620,06,2001,11115.0,0.06012007788836002
0620012,0620,06,2002,11046.0,0.059977194982896234
0620012,0620,06,2003,11076.0,0.06026246490674443
0620012,0620,06,2004,10960.0,0.05976367175784807
0620012,0620,06,2005,10916.0,0.05963528293434437
0620012,0620,06,2006,10825.0,0.059369395556481824
0620012,0620,06,2007,10757.0,0.05911901294276057
0620012,0620,06,2008,10689.0,0.058802495351472674
0620012,0620,06,2009,10652.0,0.058726238256957615
0620012,0620,06,2010,10863.0,0.059675009338812104
0620012,0620,06,2011,10789.0,0.05949827113652782
0620012,0620,06,2012,10738.0,0.059333506467672686
0620012,0620,06,2013,10695.0,0.05932537151161823
0620012,0620,06,2014,10628.0,0.059166392954367056
0620012,0620,06,2015,10607.0,0.059259631715383926
0620012,0620,06,2016,10503.0,0.05889708851105827
0620012,0620,06,2017,10407.0,0.058598302918372286
0620012,0620,06,2018,10331.0,0.05857538937807236
0620012,0620,06,2019,10240.0,0.058463172198021156
0620012,0620,06,2020,9774.0,0.05790250057760321
0620012,0620,06,2021,9723.0,0.05821423653313056
0620012,0620,06,2022,9627.0,0.05817094172029366
0620012,0620,06,2023,9530.0,0.05807434491163924
0620012,0620,06,2024,9428.0,0.05798420625353637
0611032,0611,06,2000,11114.0,0.06416081191079603
0611032,0611,06,2001,11115.0,0.0641410352588147
0611032,0611,06,2002,11046.0,0.0638224112229451
0611032,0611,06,2003,11076.0,0.06411651654433047
0611032,0611,06,2004,10960.0,0.06357161086749727
0611032,0611,06,2005,10916.0,0.06341718468599314
0611032,0611,06,2006,10825.0,0.06300051215196946
0611032,0611,06,2007,10757.0,0.06277684079064855
0611032,0611,06,2008,10689.0,0.06234507054575996
0611032,0611,06,2009,10652.0,0.06218802360949751
0611032,0611,06,2010,10863.0,0.062174475440423996
0611032,0611,06,2011,10789.0,0.061903641694446516
0611032,0611,06,2012,10738.0,0.061779038391834906
0611032,0611,06,2013,10695.0,0.0616710875331565
0611032,0611,06,2014,10628.0,0.06150071465358108
0611032,0611,06,2015,10607.0,0.06153694421238281
0611032,0611,06,2016,10503.0,0.06106324345065755
0611032,0611,06,2017,10407.0,0.06070416127113009
0611032,0611,06,2018,10331.0,0.060512165692396
0611032,0611,06,2019,10240.0,0.06033715743637789
0611032,0611,06,2020,9774.0,0.05980432348424125
0611032,0611,06,2021,9723.0,0.059858894799054374
0611032,0611,06,2022,9627.0,0.05959256439302494
0611032,0611,06,2023,9530.0,0.05932298345430325
0611032,0611,06,2024,9428.0,0.059107864957211376
1814022,1814,18,2000,4186.0,0.03833579075581768
1814022,1814,18,2001,4203.0,0.03850276197543079
1814022,1814,18,2002,4231.0,0.03879089042100631
1814022,1814,18,2003,4240.0,0.03892801072356522
1814022,1814,18,2004,4223.0,0.038820760787630304
1814022,1814,18,2005,4208.0,0.03863563329201671
1814022,1814,18,2006,4209.0,0.0386781963040222
1814022,1814,18,2007,4161.0,0.03822902502664364
1814022,1814,18,2008,4158.0,0.038207430141417115
1814022,1814,18,2009,4185.0,0.038414583773165784
1814022,1814,18,2010,4213.0,0.03825305307123076
1814022,1814,18,2011,4198.0,0.03813797990442793
1814022,1814,18,2012,4192.0,0.03809766161060773
1814022,1814,18,2013,4174.0,0.037974107735837044
1814022,1814,18,2014,4136.0,0.037743080587317374
1814022,1814,18,2015,4112.0,0.037590616972456095
1814022,1814,18,2016,4096.0,0.03753631290035832
1814022,1814,18,2017,4081.0,0.037444489301574485
1814022,1814,18,2018,4074.0,0.03746758143726893
1814022,1814,18,2019,4057.0,0.03738619189796896
1814022,1814,18,2020,4092.0,0.03846515387941569
1814022,1814,18,2021,4058.0,0.038353212483224014
1814022,1814,18,2022,4042.0,0.03835606039039296
1814022,1814,18,2023,4011.0,0.03824407173981445
1814022,1814,18,2024,3965.0,0.03799967415159618
0602022,0602,06,2000,3174.0,0.022017508566989
0602022,0602,06,2001,3191.0,0.02221170377898276
0602022,0602,06,2002,3191.0,0.022186685207717712
0602022,0602,06,2003,3194.0,0.02214994556134231
0602022,0602,06,2004,3181.0,0.022066219469051105
0602022,0602,06,2005,3188.0,0.022116311820572054
0602022,0602,06,2006,3194.0,0.02220970579441072
0602022,0602,06,2007,3200.0,0.022272645015799657
0602022,0602,06,2008,3225.0,0.02244321345061797
0602022,0602,06,2009,3219.0,0.022474185057703988
0602022,0602,06,2010,3260.0,0.022592135719136788
0602022,0602,06,2011,3268.0,0.022697123966023768
0602022,0602,06,2012,3259.0,0.022664524698698823
0602022,0602,06,2013,3240.0,0.02256628847238764
0602022,0602,06,2014,3245.0,0.022690086285258787
0602022,0602,06,2015,3279.0,0.022993583675186703
0602022,0602,06,2016,3272.0,0.02304403862271021
0602022,0602,06,2017,3270.0,0.023061787253249456
0602022,0602,06,2018,3251.0,0.023031419361694592
0602022,0602,06,2019,3281.0,0.023335206218928473
0602022,0602,06,2020,3228.0,0.023385542692380138
0602022,0602,06,2021,3204.0,0.023445046099809748
0602022,0602,06,2022,3193.0,0.023532273042170895
0602022,0602,06,2023,3168.0,0.023563188468318372
0602022,0602,06,2024,3140.0,0.023568796114901633
1010012,1010,10,2000,4705.0,0.05197976048433426
1010012,1010,10,2001,4696.0,0.052059198492323044
1010012,1010,10,2002,4664.0,0.051673517322372284
1010012,1010,10,2003,4632.0,0.05134287329439019
1010012,1010,10,2004,4576.0,0.05078463143408874
1010012,1010,10,2005,4521.0,0.050123618302160826
1010012,1010,10,2006,4522.0,0.050099156889464994
1010012,1010,10,2007,4448.0,0.0492078945039384
1010012,1010,10,2008,4406.0,0.048742173153085384
1010012,1010,10,2009,4388.0,0.04850655523866375
1010012,1010,10,2010,4435.0,0.04852244504983534
1010012,1010,10,2011,4408.0,0.04818750273295728
1010012,1010,10,2012,4407.0,0.048153409090909094
1010012,1010,10,2013,4391.0,0.04792726320155428
1010012,1010,10,2014,4383.0,0.047883846439574364
1010012,1010,10,2015,4384.0,0.0480264671406505
1010012,1010,10,2016,4397.0,0.04814198436507763
1010012,1010,10,2017,4352.0,0.04766650967678339
1010012,1010,10,2018,4355.0,0.047692054974538683
1010012,1010,10,2019,4326.0,0.04735476667432925
1010012,1010,10,2020,4331.0,0.04757458587811415
1010012,1010,10,2021,4298.0,0.04745448322310673
1010012,1010,10,2022,4264.0,0.04710613241418929
1010012,1010,10,2023,4244.0,0.047092242651546254
1010012,1010,10,2024,4197.0,0.04678043180222254
0401011,0401,04,2000,22752.0,0.2913971746564377
0401011,0401,04,2001,22803.0,0.2920316582142308
0401011,0401,04,2002,22829.0,0.2922710571124966
0401011,0401,04,2003,22988.0,0.2935400252831586
0401011,0401,04,2004,23122.0,0.2949498041917008
0401011,0401,04,2005,23174.0,0.2957602675038926
0401011,0401,04,2006,23279.0,0.2961780197969414
0401011,0401,04,2007,23437.0,0.2974087609766002
0401011,0401,04,2008,23508.0,0.29801853424779096
0401011,0401,04,2009,23523.0,0.29829188805336104
0401011,0401,04,2010,24063.0,0.29927615541515346
0401011,0401,04,2011,24059.0,0.2997707393655461
0401011,0401,04,2012,24116.0,0.3008858390517779
0401011,0401,04,2013,24136.0,0.3014927237524202
0401011,0401,04,2014,24111.0,0.30205958257122095
0401011,0401,04,2015,24054.0,0.30208346415160686
0401011,0401,04,2016,24018.0,0.30262710262710263
0401011,0401,04,2017,24069.0,0.30311311487796894
0401011,0401,04,2018,24069.0,0.30335379302521964
0401011,0401,04,2019,24045.0,0.30394003362364275
0401011,0401,04,2020,23681.0,0.30354419021982953
0401011,0401,04,2021,23581.0,0.3039415343369767
0401011,0401,04,2022,23531.0,0.3045413954210724
0401011,0401,04,2023,23497.0,0.30533428627119746
0401011,0401,04,2024,23428.0,0.30619233081527564
0401042,0401,04,2000,22752.0,0.2913971746564377
0401042,0401,04,2001,22803.0,0.2920316582142308
0401042,0401,04,2002,22829.0,0.2922710571124966
0401042,0401,04,2003,22988.0,0.2935400252831586
0401042,0401,04,2004,23122.0,0.2949498041917008
0401042,0401,04,2005,23174.0,0.2957602675038926
0401042,0401,04,2006,23279.0,0.2961780197969414
0401042,0401,04,2007,23437.0,0.2974087609766002
0401042,0401,04,2008,23508.0,0.29801853424779096
0401042,0401,04,2009,23523.0,0.29829188805336104
0401042,0401,04,2010,24063.0,0.29927615541515346
0401042,0401,04,2011,24059.0,0.2997707393655461
0401042,0401,04,2012,24116.0,0.3008858390517779
0401042,0401,04,2013,24136.0,0.3014927237524202
0401042,0401,04,2014,24111.0,0.30205958257122095
0401042,0401,04,2015,24054.0,0.30208346415160686
0401042,0401,04,2016,24018.0,0.30262710262710263
0401042,0401,04,2017,24069.0,0.30311311487796894
0401042,0401,04,2018,24069.0,0.30335379302521964
0401042,0401,04,2019,24045.0,0.30394003362364275
0401042,0401,04,2020,23681.0,0.30354419021982953
0401042,0401,04,2021,23581.0,0.3039415343369767
0401042,0401,04,2022,23531.0,0.3045413954210724
0401042,0401,04,2023,23497.0,0.30533428627119746
0401042,0401,04,2024,23428.0,0.30619233081527564
1020043,1020,10,2000,25089.0,0.0904707986556852
1020043,1020,10,2001,25194.0,0.09100563502384049
1020043,1020,10,2002,25370.0,0.09169106219957353
1020043,1020,10,2003,25641.0,0.0926497369486038
1020043,1020,10,2004,25899.0,0.09338828670950433
1020043,1020,10,2005,26259.0,0.09454593897846171
1020043,1020,10,2006,26492.0,0.09537661739186785
1020043,1020,10,2007,26851.0,0.09660544352299916
1020043,1020,10,2008,27201.0,0.09770298665613046
1020043,1020,10,2009,27611.0,0.09897267148428539
1020043,1020,10,2010,28607.0,0.10120747053849719
1020043,1020,10,2011,29068.0,0.10281368821292776
1020043,1020,10,2012,29432.0,0.10425935897072576
1020043,1020,10,2013,29862.0,0.10584032154021734
1020043,1020,10,2014,30285.0,0.10728253014608986
1020043,1020,10,2015,30645.0,0.1086047418223057
1020043,1020,10,2016,30980.0,0.10985737689803618
1020043,1020,10,2017,31445.0,0.11144149188775401
1020043,1020,10,2018,31969.0,0.11330096399206124
1020043,1020,10,2019,32303.0,0.11450903934774903
1020043,1020,10,2020,34126.0,0.12052822485227999
1020043,1020,10,2021,34527.0,0.12274651868020918
1020043,1020,10,2022,34820.0,0.12435625459818145
1020043,1020,10,2023,35110.0,0.12571837794288784
1020043,1020,10,2024,35403.0,0.12736358141944396
1203013,1203,12,2000,12418.0,0.09597044685224972
1203013,1203,12,2001,12461.0,0.09651385242155974
1203013,1203,12,2002,12547.0,0.09724095171665505
1203013,1203,12,2003,12590.0,0.09779324379956657
1203013,1203,12,2004,12650.0,0.09836091067429709
1203013,1203,12,2005,12670.0,0.09874291770903962
1203013,1203,12,2006,12726.0,0.09934969123995847
1203013,1203,12,2007,12732.0,0.09957844187738055
1203013,1203,12,2008,12746.0,0.0998183128152116
1203013,1203,12,2009,12731.0,0.09973755337067648
1203013,1203,12,2010,12725.0,0.09931319753375478
1203013,1203,12,2011,12771.0,0.09989205932044302
1203013,1203,12,2012,12793.0,0.10022406066873492
1203013,1203,12,2013,12739.0,0.10006991304074594
1203013,1203,12,2014,12727.0,0.10033505459418976
1203013,1203,12,2015,12684.0,0.1002981109099104
1203013,1203,12,2016,12666.0,0.10048074634680375
1203013,1203,12,2017,12641.0,0.10054483992841519
1203013,1203,12,2018,12640.0,0.10080950671930454
1203013,1203,12,2019,12529.0,0.10060544742082611
1203013,1203,12,2020,12507.0,0.10271930617038576
1203013,1203,12,2021,12407.0,0.10279715644522512
1203013,1203,12,2022,12361.0,0.10325011067583258
1203013,1203,12,2023,12354.0,0.10409153719119679
1203013,1203,12,2024,12307.0,0.10451272122015014
1006022,1006,10,2000,10714.0,0.1723977022221507
1006022,1006,10,2001,10939.0,0.17506881761731002
1006022,1006,10,2002,11095.0,0.17666916131908728
1006022,1006,10,2003,11287.0,0.17821391353775223
1006022,1006,10,2004,11477.0,0.17972407961289716
1006022,1006,10,2005,11635.0,0.18071259940357853
1006022,1006,10,2006,11741.0,0.18120784652663097
1006022,1006,10,2007,11986.0,0.1833618896095949
1006022,1006,10,2008,12104.0,0.1833383823083914
1006022,1006,10,2009,12317.0,0.18436690765937702
1006022,1006,10,2010,12675.0,0.18643270036918821
1006022,1006,10,2011,12834.0,0.1868911185216467
1006022,1006,10,2012,13002.0,0.18761904761904763
1006022,1006,10,2013,13180.0,0.1889361946128815
1006022,1006,10,2014,13330.0,0.19007015342497005
1006022,1006,10,2015,13422.0,0.19057219934686923
1006022,1006,10,2016,13540.0,0.19125374314933047
1006022,1006,10,2017,13661.0,0.19191649574330588
1006022,1006,10,2018,13795.0,0.19238546823791924
1006022,1006,10,2019,14205.0,0.19680239404813035
1006022,1006,10,2020,14391.0,0.19529638475735533
1006022,1006,10,2021,14539.0,0.19649687124109688
1006022,1006,10,2022,14595.0,0.19627223948037278
1006022,1006,10,2023,14752.0,0.19746740556314085
1006022,1006,10,2024,14838.0,0.19744773716217115
1218013,1218,12,2000,42647.0,0.2712102615630187
1218013,1218,12,2001,42786.0,0.2712678949570775
1218013,1218,12,2002,42835.0,0.2728448220951119
1218013,1218,12,2003,42875.0,0.27236402444447266
1218013,1218,12,2004,42933.0,0.2721481274880195
1218013,1218,12,2005,42922.0,0.271347380532428
1218013,1218,12,2006,42889.0,0.2707262880155534
1218013,1218,12,2007,42928.0,0.27005705873841684
1218013,1218,12,2008,42976.0,0.2692563122611365
1218013,1218,12,2009,42984.0,0.2685543275208207
1218013,1218,12,2010,43895.0,0.27031937037356357
1218013,1218,12,2011,43891.0,0.26976809937369006
1218013,1218,12,2012,43894.0,0.2690539529980017
1218013,1218,12,2013,43848.0,0.26842153591870466
1218013,1218,12,2014,43825.0,0.2677545883330482
1218013,1218,12,2015,43957.0,0.2679831005492931
1218013,1218,12,2016,43853.0,0.26708853820901524
1218013,1218,12,2017,43834.0,0.26655558663634266
1218013,1218,12,2018,43654.0,0.2651111664429775
1218013,1218,12,2019,43477.0,0.26411323390942504
1218013,1218,12,2020,42700.0,0.26133950265929773
1218013,1218,12,2021,42458.0,0.26064802877945165
1218013,1218,12,2022,42179.0,0.2594880250019994
1218013,1218,12,2023,41946.0,0.2586417393234594
1218013,1218,12,2024,41731.0,0.25791399364655565
1416022,1416,14,2000,4613.0,0.041322906309066314
1416022,1416,14,2001,4604.0,0.04122049923002543
1416022,1416,14,2002,4572.0,0.040950862547695394
1416022,1416,14,2003,4547.0,0.04085538433891909
1416022,1416,14,2004,4523.0,0.04086002077781291
1416022,1416,14,2005,4482.0,0.04056365561619288
1416022,1416,14,2006,4446.0,0.0403451936950426
1416022,1416,14,2007,4438.0,0.040316866222133395
1416022,1416,14,2008,4419.0,0.040140979407196124
1416022,1416,14,2009,4385.0,0.03993297452849948
1416022,1416,14,2010,4479.0,0.04010817296929428
1416022,1416,14,2011,4436.0,0.03984872575704494
1416022,1416,14,2012,4369.0,0.03942891694568033
1416022,1416,14,2013,4318.0,0.039092135401106315
1416022,1416,14,2014,4309.0,0.03915243919060123
1416022,1416,14,2015,4237.0,0.038668637973204835
1416022,1416,14,2016,4210.0,0.03856158862753719
1416022,1416,14,2017,4173.0,0.03833399167730734
1416022,1416,14,2018,4125.0,0.03812208308303683
1416022,1416,14,2019,4063.0,0.03775636319707093
1416022,1416,14,2020,3897.0,0.03715604202818405
1416022,1416,14,2021,3843.0,0.03692458468249469
1416022,1416,14,2022,3774.0,0.03656870439812796
1416022,1416,14,2023,3774.0,0.03679151474975141
1416022,1416,14,2024,3723.0,0.03656596212775988
0607023,0607,06,2000,9554.0,0.06579210136693868
0607023,0607,06,2001,9598.0,0.0661757608350915
0607023,0607,06,2002,9557.0,0.06622869933404017
0607023,0607,06,2003,9475.0,0.06584753949114967
0607023,0607,06,2004,9425.0,0.06567349299366608
0607023,0607,06,2005,9392.0,0.06559941888078674
0607023,0607,06,2006,9334.0,0.06551968608952626
0607023,0607,06,2007,9293.0,0.0655022449655678
0607023,0607,06,2008,9248.0,0.06531257945139693
0607023,0607,06,2009,9233.0,0.06541870664673331
0607023,0607,06,2010,9191.0,0.06393739130434782
0607023,0607,06,2011,9137.0,0.06381923587343717
0607023,0607,06,2012,9066.0,0.06359383000960993
0607023,0607,06,2013,9036.0,0.06366787858290353
0607023,0607,06,2014,8929.0,0.06328943451326179
0607023,0607,06,2015,8855.0,0.06316157379668465
0607023,0607,06,2016,8839.0,0.06338336213634702
0607023,0607,06,2017,8735.0,0.06294134601527597
0607023,0607,06,2018,8680.0,0.06291906781196767
0607023,0607,06,2019,8596.0,0.0627898992702756
0607023,0607,06,2020,8254.0,0.06253267169210955
0607023,0607,06,2021,8118.0,0.06232055396047965
0607023,0607,06,2022,8054.0,0.06250824621450247
0607023,0607,06,2023,7969.0,0.06249264815439268
0607023,0607,06,2024,7915.0,0.06282244622589095
2001011,2001,20,2000,36507.0,0.38101549861712675
2001011,2001,20,2001,36515.0,0.3812342740209436
2001011,2001,20,2002,36487.0,0.3814517056443603
2001011,2001,20,2003,36425.0,0.38138965091198457
2001011,2001,20,2004,36648.0,0.38290669731480514
2001011,2001,20,2005,36658.0,0.38323941747775814
2001011,2001,20,2006,36833.0,0.3844459752839011
2001011,2001,20,2007,36935.0,0.38553474875263566
2001011,2001,20,2008,36959.0,0.38566852062485
2001011,2001,20,2009,36915.0,0.3858253726039424
2001011,2001,20,2010,37682.0,0.38537533237880955
2001011,2001,20,2011,37707.0,0.3860139430607168
2001011,2001,20,2012,37713.0,0.38645912323489023
2001011,2001,20,2013,37559.0,0.3867397057157861
2001011,2001,20,2014,37395.0,0.3864357387179779
2001011,2001,20,2015,37261.0,0.3866692955875638
2001011,2001,20,2016,37207.0,0.3871212751789579
2001011,2001,20,2017,37100.0,0.3873904917039961
2001011,2001,20,2018,37020.0,0.3881032006457903
2001011,2001,20,2019,36912.0,0.3886291850915982
2001011,2001,20,2020,36066.0,0.3920515691411303
2001011,2001,20,2021,35785.0,0.39284890933242583
2001011,2001,20,2022,35604.0,0.3933230962980966
2001011,2001,20,2023,35405.0,0.39402809001268724
2001011,2001,20,2024,35170.0,0.3943178760426944
2001022,2001,20,2000,36507.0,0.38101549861712675
2001022,2001,20,2001,36515.0,0.3812342740209436
2001022,2001,20,2002,36487.0,0.3814517056443603
2001022,2001,20,2003,36425.0,0.38138965091198457
2001022,2001,20,2004,36648.0,0.38290669731480514
2001022,2001,20,2005,36658.0,0.38323941747775814
2001022,2001,20,2006,36833.0,0.3844459752839011
2001022,2001,20,2007,36935.0,0.38553474875263566
2001022,2001,20,2008,36959.0,0.38566852062485
2001022,2001,20,2009,36915.0,0.3858253726039424
2001022,2001,20,2010,37682.0,0.38537533237880955
2001022,2001,20,2011,37707.0,0.3860139430607168
2001022,2001,20,2012,37713.0,0.38645912323489023
2001022,2001,20,2013,37559.0,0.3867397057157861
2001022,2001,20,2014,37395.0,0.3864357387179779
2001022,2001,20,2015,37261.0,0.3866692955875638
2001022,2001,20,2016,37207.0,0.3871212751789579
2001022,2001,20,2017,37100.0,0.3873904917039961
2001022,2001,20,2018,37020.0,0.3881032006457903
2001022,2001,20,2019,36912.0,0.3886291850915982
2001022,2001,20,2020,36066.0,0.3920515691411303
2001022,2001,20,2021,35785.0,0.39284890933242583
2001022,2001,20,2022,35604.0,0.3933230962980966
2001022,2001,20,2023,35405.0,0.39402809001268724
2001022,2001,20,2024,35170.0,0.3943178760426944
3009022,3009,30,2000,8072.0,0.06725321602346197
3009022,3009,30,2001,8044.0,0.06708140834264556
3009022,3009,30,2002,8019.0,0.06699024259840941
3009022,3009,30,2003,7920.0,0.06624898577152465
3009022,3009,30,2004,7901.0,0.06625298729613015
3009022,3009,30,2005,7933.0,0.06675755051206314
3009022,3009,30,2006,7898.0,0.06658910022932686
3009022,3009,30,2007,7874.0,0.06644781812504746
3009022,3009,30,2008,7903.0,0.06665429672674522
3009022,3009,30,2009,7904.0,0.06670717709810275
3009022,3009,30,2010,8053.0,0.06680936144088537
3009022,3009,30,2011,8079.0,0.06720011977741364
3009022,3009,30,2012,8085.0,0.06741320081379448
3009022,3009,30,2013,8032.0,0.06712183381663506
3009022,3009,30,2014,8062.0,0.06757073890304412
3009022,3009,30,2015,8013.0,0.06750574974094574
3009022,3009,30,2016,7996.0,0.0676457649487327
3009022,3009,30,2017,7969.0,0.0676801562699053
3009022,3009,30,2018,7879.0,0.06737931329371018
3009022,3009,30,2019,7831.0,0.06738778741566846
3009022,3009,30,2020,7574.0,0.06769450775349689
3009022,3009,30,2021,7473.0,0.06748604764570953
3009022,3009,30,2022,7398.0,0.06740344579389014
3009022,3009,30,2023,7351.0,0.06745955271682773
3009022,3009,30,2024,7236.0,0.06711372047079774
1203022,1203,12,2000,8554.0,0.06610816575729941
1203022,1203,12,2001,8564.0,0.06633052179907212
1203022,1203,12,2002,8644.0,0.06699217236301636
1203022,1203,12,2003,8662.0,0.06728237313676295
1203022,1203,12,2004,8711.0,0.06773295595919383
1203022,1203,12,2005,8775.0,0.06838745879217227
1203022,1203,12,2006,8824.0,0.06888744896286292
1203022,1203,12,2007,8873.0,0.06939675736553547
1203022,1203,12,2008,8892.0,0.06963631237665632
1203022,1203,12,2009,8915.0,0.06984214031101885
1203022,1203,12,2010,8959.0,0.0699211738078514
1203022,1203,12,2011,8988.0,0.07030223390275953
1203022,1203,12,2012,9007.0,0.07056344207326627
1203022,1203,12,2013,9028.0,0.07091853166903637
1203022,1203,12,2014,9056.0,0.07139422129370492
1203022,1203,12,2015,9073.0,0.0717443046582795
1203022,1203,12,2016,9113.0,0.07229441350532312
1203022,1203,12,2017,9124.0,0.07257108769138994
1203022,1203,12,2018,9146.0,0.07294333452964868
1203022,1203,12,2019,9097.0,0.07304715102460332
1203022,1203,12,2020,9068.0,0.0744749874752585
1203022,1203,12,2021,9038.0,0.07488358990504913
1203022,1203,12,2022,9022.0,0.0753598008670303
1203022,1203,12,2023,8985.0,0.07570523406693404
1203022,1203,12,2024,8987.0,0.07631882876456401
0809013,0809,08,2000,6551.0,0.031894952603058524
0809013,0809,08,2001,6559.0,0.03185666202019515
0809013,0809,08,2002,6580.0,0.03188664250130842
0809013,0809,08,2003,6553.0,0.031640649519330585
0809013,0809,08,2004,6506.0,0.031361622744648134
0809013,0809,08,2005,6525.0,0.03142110053307522
0809013,0809,08,2006,6494.0,0.031237072738991987
0809013,0809,08,2007,6520.0,0.03135942129362423
0809013,0809,08,2008,6491.0,0.031137420069748588
0809013,0809,08,2009,6501.0,0.031084292415164888
0809013,0809,08,2010,6332.0,0.02982880939145837
0809013,0809,08,2011,6337.0,0.029758718172682275
0809013,0809,08,2012,6326.0,0.029618323469922842
0809013,0809,08,2013,6333.0,0.02968723631658885
0809013,0809,08,2014,6295.0,0.02943597033490138
0809013,0809,08,2015,6251.0,0.029219838264852988
0809013,0809,08,2016,6277.0,0.029243771081418533
0809013,0809,08,2017,6190.0,0.02874030188924537
0809013,0809,08,2018,6202.0,0.02870671659407444
0809013,0809,08,2019,6226.0,0.02872022917137572
0809013,0809,08,2020,6117.0,0.028412442578253823
0809013,0809,08,2021,6089.0,0.02837834688788945
0809013,0809,08,2022,6096.0,0.028453406147167962
0809013,0809,08,2023,6062.0,0.028325911527085308
0809013,0809,08,2024,6026.0,0.028208573046909744
1602013,1602,16,2000,7089.0,0.13611489794742804
1602013,1602,16,2001,7058.0,0.13596085683464323
1602013,1602,16,2002,6976.0,0.1349975810353169
1602013,1602,16,2003,6760.0,0.13179957106648468
1602013,1602,16,2004,6695.0,0.13161516080836674
1602013,1602,16,2005,6625.0,0.13108688339698055
1602013,1602,16,2006,6555.0,0.1307183025565349
1602013,1602,16,2007,6469.0,0.1298526636958529
1602013,1602,16,2008,6466.0,0.13041549011698264
1602013,1602,16,2009,6399.0,0.1294767512443851
1602013,1602,16,2010,6337.0,0.13060324395622513
1602013,1602,16,2011,6276.0,0.13016156127506895
1602013,1602,16,2012,6281.0,0.13113829964924
1602013,1602,16,2013,6192.0,0.130487008197585
1602013,1602,16,2014,6170.0,0.13054885531716812
1602013,1602,16,2015,6151.0,0.1311737609826836
1602013,1602,16,2016,6089.0,0.13110130261599742
1602013,1602,16,2017,6038.0,0.13066718604600835
1602013,1602,16,2018,6011.0,0.13100712682257046
1602013,1602,16,2019,5976.0,0.13119072708113805
1602013,1602,16,2020,5836.0,0.13272082234149005
1602013,1602,16,2021,5786.0,0.1326851193615704
1602013,1602,16,2022,5725.0,0.1329385812144433
1602013,1602,16,2023,5673.0,0.13314401051445737
1602013,1602,16,2024,5542.0,0.13166397415185785
1420032,1420,14,2000,7988.0,0.06069632083643603
1420032,1420,14,2001,7975.0,0.06071703198398136
1420032,1420,14,2002,8014.0,0.06115129872111833
1420032,1420,14,2003,8003.0,0.06122667564321289
1420032,1420,14,2004,7991.0,0.06123887837288967
1420032,1420,14,2005,8019.0,0.06156858228722792
1420032,1420,14,2006,8040.0,0.06175352356081263
1420032,1420,14,2007,8100.0,0.062332625357835444
1420032,1420,14,2008,8089.0,0.06234536976376739
1420032,1420,14,2009,8123.0,0.06256595112107279
1420032,1420,14,2010,8213.0,0.06178393301788146
1420032,1420,14,2011,8196.0,0.06176616877929673
1420032,1420,14,2012,8175.0,0.06166600034698912
1420032,1420,14,2013,8138.0,0.06148522556419381
1420032,1420,14,2014,8147.0,0.06173840557744771
1420032,1420,14,2015,8101.0,0.06161768285262261
1420032,1420,14,2016,8032.0,0.06132889452224241
1420032,1420,14,2017,8016.0,0.06135429503027149
1420032,1420,14,2018,7959.0,0.061100406107737544
1420032,1420,14,2019,7955.0,0.06129556714773349
1420032,1420,14,2020,7588.0,0.05940888627911529
1420032,1420,14,2021,7512.0,0.05922421948912015
1420032,1420,14,2022,7448.0,0.05898798539556323
1420032,1420,14,2023,7414.0,0.05893809671444357
1420032,1420,14,2024,7346.0,0.058799045896233214
2606012,2606,26,2000,5322.0,0.09084856864853792
2606012,2606,26,2001,5267.0,0.09034460282337604
2606012,2606,26,2002,5236.0,0.09014996298273101
2606012,2606,26,2003,5206.0,0.09045889732585012
2606012,2606,26,2004,5163.0,0.09038390840817184
2606012,2606,26,2005,5175.0,0.0909794131608094
2606012,2606,26,2006,5195.0,0.09187697858267159
2606012,2606,26,2007,5135.0,0.09151829474772318
2606012,2606,26,2008,5114.0,0.09174739863652673
2606012,2606,26,2009,5103.0,0.09199401489066358
2606012,2606,26,2010,5137.0,0.09204278726415939
2606012,2606,26,2011,5091.0,0.09187374803746413
